group_id	items_in_group	lo_value	p	FDR	goodsgrna
ALDH3A2	10	7.3118e-06	5.9141e-05	0.023005	10
ZNF292	10	7.3599e-06	5.9645e-05	0.023005	9
ZBTB1	10	7.9013e-06	6.4174e-05	0.024276	10
PIGA	10	9.4501e-06	7.8268e-05	0.029049	9
CAPN6	10	1.0231e-05	8.2294e-05	0.029978	10
C18orf42	10	1.1197e-05	8.9341e-05	0.031953	10
CA13	10	1.2035e-05	9.4374e-05	0.032743	9
FAM200B	10	1.2188e-05	9.4878e-05	0.032743	9
METAP1D	10	1.3279e-05	1.0721e-04	0.036361	8
MARK2	10	1.5995e-05	1.3565e-04	0.045226	7
OSGIN2	10	1.6382e-05	1.4018e-04	0.045957	10
XRN1	10	1.9030e-05	1.6283e-04	0.052508	9
EDC4	10	2.0520e-05	1.7516e-04	0.055573	9
PAIP2	10	2.3770e-05	1.9605e-04	0.061213	9
DLG1	10	2.4992e-05	2.0762e-04	0.062833	10
VSIG4	10	2.7431e-05	2.2272e-04	0.066278	9
PACSIN1	10	2.7678e-05	2.2574e-04	0.066278	2
FKBP1B	10	3.1160e-05	2.5494e-04	0.073748	9
ZNF318	10	3.3352e-05	2.7104e-04	0.077271	9
LONRF1	10	3.4294e-05	2.8262e-04	0.079420	9
WFDC9	10	3.8271e-05	3.1383e-04	0.086947	8
DEFB110	6	3.8998e-05	2.0460e-04	0.062833	6
CDKN2AIP	10	3.9102e-05	3.2188e-04	0.087940	9
ARHGDIB	10	4.1868e-05	3.4906e-04	0.093190	8
ZNF860	10	4.2050e-05	3.5057e-04	0.093190	8
ING3	10	4.6323e-05	3.7423e-04	0.098152	9
HYAL4	10	4.8535e-05	3.8882e-04	0.100638	9
PPFIBP1	10	5.9318e-05	4.6382e-04	0.116971	9
DUSP6	10	6.1450e-05	4.7841e-04	0.119125	8
SRPX2	10	6.3250e-05	4.9402e-04	0.121473	7
RGS21	7	6.4757e-05	4.0292e-04	0.102932	7
C4orf48	10	6.9133e-05	5.3227e-04	0.127687	9
UBE2H	10	6.9201e-05	5.3227e-04	0.127687	9
TYR	10	7.2139e-05	5.4888e-04	0.130085	7
NFATC1	10	7.4608e-05	5.6398e-04	0.131303	8
CNOT6L	10	7.5842e-05	5.7405e-04	0.131303	9
SEPT2	10	7.9046e-05	5.9770e-04	0.133607	9
FAM46D	10	7.9986e-05	6.0626e-04	0.133997	8
SERPINB4	10	8.2489e-05	6.1985e-04	0.134316	9
ZMYND10	10	8.3031e-05	6.2136e-04	0.134316	4
ACSL4	10	8.6559e-05	6.4804e-04	0.138560	9
ERF	10	8.8596e-05	6.5911e-04	0.139412	9
DENND5B	10	9.3164e-05	6.9485e-04	0.145336	9
CCL11	10	9.4109e-05	7.0189e-04	0.145336	8
DEPDC5	10	9.9458e-05	7.4568e-04	0.151765	8
GPRASP1	10	1.0124e-04	7.5827e-04	0.151765	8
CXorf57	10	1.0158e-04	7.6179e-04	0.151765	9
APOOL	10	1.0194e-04	7.6380e-04	0.151765	9
CNOT6	10	1.0442e-04	7.8041e-04	0.153515	8
SLC17A3	10	1.2293e-04	9.1455e-04	0.178120	8
TAS2R16	10	1.2412e-04	9.2386e-04	0.178169	9
ZC3H12A	10	1.2516e-04	9.3292e-04	0.178170	6
C18orf32	5	1.2568e-04	5.8160e-04	0.131501	5
CDC25A	10	1.3077e-04	9.7419e-04	0.184263	8
ZNF44	10	1.3270e-04	9.8577e-04	0.184677	9
TTR	10	1.3730e-04	1.0225e-03	0.187980	8
KIAA1737	10	1.3838e-04	1.0331e-03	0.188165	4
POU4F3	10	1.4329e-04	1.0668e-03	0.192524	7
LRRC3B	10	1.4747e-04	1.0895e-03	0.193961	9
PACRGL	10	1.4831e-04	1.0945e-03	0.193961	7
METRN	10	1.4952e-04	1.1051e-03	0.194086	7
SNX13	10	1.5262e-04	1.1337e-03	0.197363	7
FBXL5	10	1.5493e-04	1.1524e-03	0.198845	7
NSD1	10	1.5889e-04	1.1826e-03	0.200178	8
ARNT	10	1.5930e-04	1.1846e-03	0.200178	8
TVP23A	10	1.6004e-04	1.1906e-03	0.200178	7
LRRC28	10	1.6256e-04	1.2072e-03	0.201031	9
NLGN4X	10	1.6395e-04	1.2168e-03	0.201031	7
TMOD3	10	1.6544e-04	1.2264e-03	0.201031	8
FCAR	10	1.7844e-04	1.3019e-03	0.207646	8
NREP	10	1.7996e-04	1.3114e-03	0.207646	6
DUS4L	10	1.8148e-04	1.3185e-03	0.207646	8
ORM2	10	1.8206e-04	1.3210e-03	0.207646	7
RCOR3	10	1.8307e-04	1.3300e-03	0.207646	8
PPP2R5E	10	1.8313e-04	1.3300e-03	0.207646	9
THSD1	10	1.8584e-04	1.3557e-03	0.209987	8
TMEM106B	10	1.9382e-04	1.4121e-03	0.213275	9
PPM1A	10	2.0063e-04	1.4564e-03	0.213275	9
CRYGA	10	2.0144e-04	1.4614e-03	0.213275	7
TXNL1	10	2.0186e-04	1.4634e-03	0.213275	8
C16orf97	10	2.0298e-04	1.4730e-03	0.213275	9
SRY	10	2.0338e-04	1.4740e-03	0.213275	8
PEX5L	10	2.0470e-04	1.4810e-03	0.213275	7
LACRT	10	2.0642e-04	1.4961e-03	0.213275	9
CRISP3	10	2.0648e-04	1.4966e-03	0.213275	8
ZSCAN9	10	2.0715e-04	1.5002e-03	0.213275	7
TATDN2	10	2.0862e-04	1.5102e-03	0.213275	5
GPT2	9	2.0873e-04	1.5344e-03	0.213275	8
CYP27A1	10	2.0995e-04	1.5198e-03	0.213275	8
BHLHB9	10	2.1184e-04	1.5349e-03	0.213275	6
C10orf111	10	2.1251e-04	1.5404e-03	0.213275	6
GUCA1C	10	2.1525e-04	1.5656e-03	0.213275	9
AGTR1	10	2.1612e-04	1.5727e-03	0.213275	8
SND1	10	2.1800e-04	1.5862e-03	0.213275	5
CCNYL1	10	2.2219e-04	1.6124e-03	0.213527	7
EIF1AY	10	2.2403e-04	1.6255e-03	0.213527	8
VPS37B	10	2.2472e-04	1.6285e-03	0.213527	9
ADCYAP1	10	2.2631e-04	1.6391e-03	0.213527	9
SUMO2	8	2.2920e-04	1.5772e-03	0.213275	3
C3orf14	8	2.3200e-04	1.5938e-03	0.213275	7
MYH11	10	2.3734e-04	1.7156e-03	0.217031	7
SLCO1A2	10	2.3763e-04	1.7166e-03	0.217031	9
CELSR1	10	2.3855e-04	1.7226e-03	0.217031	4
TNFRSF11B	10	2.3892e-04	1.7237e-03	0.217031	7
TMEM196	10	2.3968e-04	1.7267e-03	0.217031	7
CDH4	10	2.4222e-04	1.7503e-03	0.217031	9
FGF14	10	2.4585e-04	1.7750e-03	0.217031	7
TCF20	10	2.4619e-04	1.7780e-03	0.217031	9
NXF5	10	2.4891e-04	1.7966e-03	0.217031	9
CYP26A1	10	2.4908e-04	1.7981e-03	0.217031	3
DNAJC10	10	2.5021e-04	1.8057e-03	0.217031	7
PODXL	10	2.5169e-04	1.8143e-03	0.217031	8
C8orf4	10	2.5377e-04	1.8394e-03	0.217031	9
NTS	10	2.5449e-04	1.8450e-03	0.217031	9
ZIK1	10	2.5619e-04	1.8560e-03	0.217031	6
PATE4	10	2.5678e-04	1.8611e-03	0.217031	7
ABTB2	10	2.5724e-04	1.8646e-03	0.217031	7
DEFB113	8	2.6122e-04	1.7780e-03	0.217031	7
GLRA4	10	2.6426e-04	1.9064e-03	0.217049	8
C1orf53	10	2.6442e-04	1.9074e-03	0.217049	5
BRS3	10	2.6473e-04	1.9089e-03	0.217049	9
SH2D1A	10	2.6823e-04	1.9330e-03	0.218533	9
ACSM2B	10	2.7346e-04	1.9703e-03	0.221471	9
C12orf39	10	2.8361e-04	2.0357e-03	0.226800	8
CXorf58	10	2.8465e-04	2.0407e-03	0.226800	8
ISOC1	10	2.9555e-04	2.1137e-03	0.233448	7
CNDP2	10	2.9764e-04	2.1243e-03	0.233448	8
TMEFF1	10	3.0299e-04	2.1530e-03	0.233625	8
RASSF9	10	3.0315e-04	2.1535e-03	0.233625	7
PPAPDC1A	10	3.0442e-04	2.1615e-03	0.233625	6
RLN2	10	3.0675e-04	2.1827e-03	0.234621	7
NAT2	10	3.1316e-04	2.2275e-03	0.237999	8
GMFB	10	3.1749e-04	2.2552e-03	0.237999	5
SERPINB3	10	3.2237e-04	2.2874e-03	0.237999	7
KDM1B	10	3.2548e-04	2.3065e-03	0.237999	7
MSRA	10	3.2635e-04	2.3115e-03	0.237999	9
HTR3D	10	3.2698e-04	2.3156e-03	0.237999	7
ADAMTS18	10	3.2840e-04	2.3221e-03	0.237999	8
XYLT1	10	3.3146e-04	2.3432e-03	0.237999	9
GLYR1	10	3.3290e-04	2.3538e-03	0.237999	9
IFNG	10	3.3555e-04	2.3770e-03	0.237999	8
SYBU	10	3.3574e-04	2.3780e-03	0.237999	7
SLC39A6	10	3.3632e-04	2.3795e-03	0.237999	7
PSG4	10	3.3746e-04	2.3870e-03	0.237999	8
LHFPL4	10	3.3757e-04	2.3875e-03	0.237999	9
HEBP2	10	3.3929e-04	2.3956e-03	0.237999	8
PHF20L1	10	3.4647e-04	2.4449e-03	0.241679	6
MMP16	10	3.5146e-04	2.4832e-03	0.243164	5
ARHGEF9	10	3.5298e-04	2.4968e-03	0.243164	8
HAS2	10	3.5640e-04	2.5224e-03	0.243164	8
IVD	10	3.5738e-04	2.5305e-03	0.243164	6
LIAS	10	3.5976e-04	2.5466e-03	0.243164	2
PLCZ1	10	3.6317e-04	2.5703e-03	0.243164	9
SLCO1B3	10	3.6380e-04	2.5733e-03	0.243164	9
WHSC1	10	3.6668e-04	2.5894e-03	0.243164	8
RGS5	10	3.6734e-04	2.5959e-03	0.243164	9
TMTC1	10	3.6988e-04	2.6150e-03	0.243794	8
IRG1	10	3.7685e-04	2.6578e-03	0.246614	9
GLOD5	10	3.7874e-04	2.6744e-03	0.246990	8
MAPK13	10	3.8491e-04	2.7107e-03	0.248883	6
CYBB	10	3.8654e-04	2.7202e-03	0.248883	9
PPP1R3D	10	3.9211e-04	2.7600e-03	0.250045	7
SGCD	10	3.9275e-04	2.7635e-03	0.250045	8
ADIPOR2	10	4.0276e-04	2.8234e-03	0.252678	7
VPS9D1	10	4.0324e-04	2.8259e-03	0.252678	6
CXCL10	8	4.0735e-04	2.5864e-03	0.243164	7
PTPRN	9	4.1169e-04	2.7711e-03	0.250045	8
STAT4	10	4.1182e-04	2.8798e-03	0.256155	9
C4orf51	10	4.1338e-04	2.8909e-03	0.256155	9
LRRC66	10	4.1729e-04	2.9130e-03	0.256960	9
SATB2	10	4.1980e-04	2.9276e-03	0.257094	5
KIAA0430	10	4.2536e-04	2.9578e-03	0.257768	7
PLOD2	10	4.3339e-04	3.0087e-03	0.257768	5
ITPRIPL2	10	4.3367e-04	3.0097e-03	0.257768	3
SKAP2	10	4.3519e-04	3.0187e-03	0.257768	6
TNFRSF10B	10	4.3966e-04	3.0550e-03	0.257768	9
SESN3	10	4.4131e-04	3.0680e-03	0.257768	5
CHN1	10	4.4708e-04	3.1003e-03	0.257768	7
DOCK9	10	4.4714e-04	3.1003e-03	0.257768	7
C5orf54	10	4.4776e-04	3.1023e-03	0.257768	5
PHF14	10	4.5010e-04	3.1219e-03	0.257768	7
HKR1	10	4.5139e-04	3.1305e-03	0.257768	4
FBXO16	10	4.5241e-04	3.1355e-03	0.257768	8
SPINK2	10	4.5485e-04	3.1521e-03	0.257768	9
UBP1	10	4.5784e-04	3.1747e-03	0.257768	9
RAX	10	4.5960e-04	3.1881e-03	0.257768	6
FAM127B	10	4.6130e-04	3.2004e-03	0.257768	6
ADORA2A	10	4.6304e-04	3.2105e-03	0.257768	3
CCDC173	10	4.6304e-04	3.2105e-03	0.257768	6
UBE2S	10	4.6465e-04	3.2211e-03	0.257768	7
HPS5	10	4.6540e-04	3.2236e-03	0.257768	8
UBQLN2	10	4.7043e-04	3.2528e-03	0.258515	5
ATP7B	10	4.7184e-04	3.2648e-03	0.258515	8
UTF1	10	4.7523e-04	3.2855e-03	0.258515	9
XPNPEP1	10	4.8373e-04	3.3378e-03	0.259940	8
SLCO1B1	10	4.8507e-04	3.3474e-03	0.259940	7
CD93	10	4.8613e-04	3.3565e-03	0.259940	5
CSNK2A2	10	4.9062e-04	3.3811e-03	0.260527	8
XKR9	8	4.9112e-04	3.0358e-03	0.257768	7
LGALS16	10	4.9394e-04	3.4028e-03	0.260527	9
NFAM1	10	4.9397e-04	3.4038e-03	0.260527	8
PCSK5	10	5.0168e-04	3.4551e-03	0.263129	8
LGI2	10	5.0378e-04	3.4667e-03	0.263129	9
PRELID2	10	5.0670e-04	3.4828e-03	0.263129	9
GPR133	10	5.1061e-04	3.5075e-03	0.263129	8
GAGE10	10	5.1092e-04	3.5085e-03	0.263129	9
CYP2C9	10	5.1252e-04	3.5180e-03	0.263129	9
CYB5R4	10	5.2090e-04	3.5678e-03	0.265845	8
PPBP	10	5.2473e-04	3.5930e-03	0.266710	8
IKBIP	10	5.3238e-04	3.6378e-03	0.268346	7
GUCY1A3	10	5.3320e-04	3.6423e-03	0.268346	8
BMPR1B	10	5.3754e-04	3.6751e-03	0.269001	9
SIPA1L3	10	5.3808e-04	3.6786e-03	0.269001	9
CYP11B2	10	5.5280e-04	3.7722e-03	0.272187	9
GPR151	10	5.5342e-04	3.7762e-03	0.272187	7
GLRA2	10	5.5559e-04	3.7888e-03	0.272187	9
TRPS1	10	5.5604e-04	3.7913e-03	0.272187	8
S100G	7	5.6203e-04	3.3514e-03	0.259940	6
LAPTM5	10	5.6402e-04	3.8507e-03	0.275010	7
sgKRTAP19-7_3	1	5.6463e-04	5.6750e-04	0.131303	1
TNS1	10	5.6579e-04	3.8643e-03	0.275010	8
RPS4Y2	10	5.6996e-04	3.8865e-03	0.275010	8
ANKS4B	10	5.7211e-04	3.8985e-03	0.275010	8
RGS13	10	5.7243e-04	3.9006e-03	0.275010	8
C9orf72	10	5.7589e-04	3.9177e-03	0.275230	7
FGFR2	10	5.8165e-04	3.9539e-03	0.276787	9
CMBL	10	5.8626e-04	3.9846e-03	0.277799	8
PABPC5	10	5.8871e-04	3.9997e-03	0.277799	6
TMEM215	10	5.9210e-04	4.0219e-03	0.277799	7
PCDH11Y	10	5.9386e-04	4.0334e-03	0.277799	8
SPP1	10	5.9485e-04	4.0390e-03	0.277799	6
RCAN3	10	5.9706e-04	4.0546e-03	0.277900	5
CYP20A1	10	5.9996e-04	4.0777e-03	0.278517	7
ARFIP1	10	6.0767e-04	4.1270e-03	0.280873	8
SIT1	10	6.0994e-04	4.1421e-03	0.280873	9
KLF7	10	6.1516e-04	4.1688e-03	0.280873	7
ASZ1	10	6.1523e-04	4.1693e-03	0.280873	8
FCER2	10	6.2387e-04	4.2232e-03	0.283205	9
SRSF9	10	6.2562e-04	4.2327e-03	0.283205	7
RHBDD1	10	6.3160e-04	4.2831e-03	0.283856	9
CASK	10	6.3261e-04	4.2931e-03	0.283856	8
PGAM5	10	6.3319e-04	4.2982e-03	0.283856	9
C9orf47	10	6.3408e-04	4.3040e-03	0.283856	6
USP11	10	6.3626e-04	4.3178e-03	0.283856	9
KCTD9	10	6.3910e-04	4.3369e-03	0.283856	8
TBK1	10	6.4065e-04	4.3435e-03	0.283856	9
UBE2D2	10	6.4549e-04	4.3873e-03	0.285315	8
ZNF638	10	6.4631e-04	4.3948e-03	0.285315	7
THEM6	10	6.4989e-04	4.4235e-03	0.286233	8
DPP4	10	6.5722e-04	4.4759e-03	0.287824	7
DNASE1L2	10	6.5765e-04	4.4774e-03	0.287824	9
GLUD1	10	6.6422e-04	4.5201e-03	0.289628	8
BST1	10	6.7156e-04	4.5629e-03	0.291420	7
ZMYND12	10	6.8591e-04	4.6374e-03	0.294578	6
CLGN	10	6.8789e-04	4.6475e-03	0.294578	8
LYSMD3	10	6.9260e-04	4.6691e-03	0.294578	8
CUL5	10	6.9360e-04	4.6742e-03	0.294578	8
GYG2	10	6.9562e-04	4.6873e-03	0.294578	8
LY6K	10	7.0437e-04	4.7416e-03	0.294869	8
TMEM133	10	7.0537e-04	4.7441e-03	0.294869	8
MTUS1	10	7.1249e-04	4.7839e-03	0.294869	8
LPAR4	10	7.1310e-04	4.7874e-03	0.294869	7
SBSPON	10	7.1424e-04	4.7965e-03	0.294869	7
MND1	10	7.1940e-04	4.8267e-03	0.294869	5
TTC40	10	7.2014e-04	4.8297e-03	0.294869	2
HFE	10	7.2232e-04	4.8418e-03	0.294869	7
MYL9	10	7.2695e-04	4.8720e-03	0.295689	4
ZNF703	10	7.2920e-04	4.8853e-03	0.295689	8
PARP15	10	7.3435e-04	4.9132e-03	0.295803	7
OSTN	10	7.3511e-04	4.9173e-03	0.295803	7
KDM5D	10	7.3945e-04	4.9389e-03	0.296055	7
ADA	10	7.4221e-04	4.9535e-03	0.296055	8
USP4	10	7.4446e-04	4.9666e-03	0.296055	5
FAM19A1	10	7.5008e-04	5.0013e-03	0.297224	8
CMC1	9	7.5376e-04	4.8252e-03	0.294869	5
PAN3	10	7.5386e-04	5.0220e-03	0.297475	6
DEFB4A	10	7.6216e-04	5.0653e-03	0.297475	7
BTBD10	10	7.6432e-04	5.0783e-03	0.297475	8
H2BFM	10	7.6828e-04	5.1000e-03	0.297475	7
WHSC1L1	10	7.7135e-04	5.1181e-03	0.297475	8
SRRD	10	7.7411e-04	5.1307e-03	0.297475	8
ITM2C	10	7.7745e-04	5.1488e-03	0.297475	8
GPR174	10	7.7844e-04	5.1579e-03	0.297475	8
AAED1	10	7.7871e-04	5.1584e-03	0.297475	7
CXorf65	10	7.8144e-04	5.1740e-03	0.297475	7
CERS3	10	7.8181e-04	5.1750e-03	0.297475	7
TXNDC5	10	7.8782e-04	5.2142e-03	0.297475	8
AP1S3	10	7.8782e-04	5.2142e-03	0.297475	8
RNF175	10	7.8840e-04	5.2173e-03	0.297475	7
ZBTB37	10	7.9454e-04	5.2454e-03	0.297700	7
DEFB127	10	7.9587e-04	5.2515e-03	0.297700	8
ZNF774	10	8.0805e-04	5.3225e-03	0.300856	4
ARL4C	10	8.1149e-04	5.3416e-03	0.301072	7
LHFPL1	10	8.1466e-04	5.3577e-03	0.301117	3
RLN1	10	8.1803e-04	5.3758e-03	0.301275	7
EID3	10	8.3003e-04	5.4342e-03	0.301980	5
GPR62	10	8.3003e-04	5.4342e-03	0.301980	5
NANP	10	8.3005e-04	5.4344e-03	0.301980	8
PKIA	7	8.3359e-04	4.8388e-03	0.294869	6
FGA	10	8.4166e-04	5.5001e-03	0.304766	7
MAGED1	10	8.4494e-04	5.5172e-03	0.304766	8
FOXR2	10	8.4782e-04	5.5359e-03	0.304766	8
TRIQK	5	8.4789e-04	3.7511e-03	0.272187	5
TSPAN2	10	8.5215e-04	5.5575e-03	0.304766	5
IFNW1	10	8.5328e-04	5.5620e-03	0.304766	7
FSHB	10	8.6931e-04	5.6491e-03	0.307765	8
PTPRO	10	8.7168e-04	5.6617e-03	0.307765	8
SLC10A4	10	8.7192e-04	5.6637e-03	0.307765	7
MAGEA6	10	8.8811e-04	5.7447e-03	0.309603	7
SOX18	10	8.9650e-04	5.7855e-03	0.310948	7
TEX29	9	9.0258e-04	5.6984e-03	0.308799	6
CBL	10	9.0633e-04	5.8434e-03	0.313203	8
DEFB132	9	9.0859e-04	5.7342e-03	0.309603	7
PIAS1	10	9.1289e-04	5.8786e-03	0.314001	7
CCNI2	10	9.1486e-04	5.8902e-03	0.314001	4
UGT1A7	10	9.2097e-04	5.9300e-03	0.315266	8
CNKSR2	10	9.3151e-04	5.9828e-03	0.317219	6
PPP1R3A	10	9.3739e-04	6.0181e-03	0.317774	7
RNF14	10	9.3897e-04	6.0256e-03	0.317774	5
TSPAN8	10	9.5429e-04	6.1152e-03	0.320931	8
IL33	10	9.5710e-04	6.1348e-03	0.320931	7
IL21	10	9.5868e-04	6.1454e-03	0.320931	8
DEFB136	10	9.5964e-04	6.1519e-03	0.320931	8
EPSTI1	10	9.6258e-04	6.1670e-03	0.320931	7
SLC26A5	10	9.7497e-04	6.2385e-03	0.322718	8
CLEC4M	10	9.7549e-04	6.2430e-03	0.322718	8
IL13RA1	10	9.7722e-04	6.2506e-03	0.322718	6
GRIN3A	10	9.8271e-04	6.2823e-03	0.323506	8
ATF7IP2	10	9.9378e-04	6.3498e-03	0.325276	8
GPR98	10	9.9816e-04	6.3719e-03	0.325563	7
GDF9	10	1.0079e-03	6.4268e-03	0.327147	5
MLEC	10	1.0179e-03	6.4776e-03	0.327147	7
RPGRIP1L	10	1.0236e-03	6.5053e-03	0.327147	6
RNASEK	10	1.0236e-03	6.5053e-03	0.327147	3
FZD9	10	1.0236e-03	6.5053e-03	0.327147	4
MFAP3L	10	1.0278e-03	6.5249e-03	0.327147	5
IFLTD1	10	1.0309e-03	6.5471e-03	0.327147	8
MAS1L	10	1.0323e-03	6.5526e-03	0.327147	8
sgHLA-DQA1_5	1	1.0379e-03	1.0200e-03	0.187980	1
PPP1R3B	10	1.0422e-03	6.6075e-03	0.328620	8
CIITA	10	1.0440e-03	6.6155e-03	0.328620	6
C9orf153	9	1.0531e-03	6.5526e-03	0.327147	7
NAPEPLD	10	1.0652e-03	6.7348e-03	0.333703	8
NOX1	10	1.0821e-03	6.8360e-03	0.336058	7
BTG2	10	1.0834e-03	6.8465e-03	0.336058	7
ASB13	10	1.0888e-03	6.8732e-03	0.336058	6
ATAD2B	10	1.0910e-03	6.8858e-03	0.336058	6
SMARCA1	10	1.0937e-03	6.8989e-03	0.336058	6
EDDM3A	10	1.0948e-03	6.9019e-03	0.336058	8
FRMD7	9	1.0952e-03	6.8143e-03	0.336058	6
MAST4	10	1.1032e-03	6.9487e-03	0.337502	2
CUL4A	10	1.1132e-03	7.0026e-03	0.338122	8
C6orf10	10	1.1164e-03	7.0247e-03	0.338122	7
C3orf58	10	1.1173e-03	7.0303e-03	0.338122	7
NIPA1	10	1.1198e-03	7.0519e-03	0.338336	8
GNGT1	9	1.1254e-03	6.9739e-03	0.337890	7
CLRN1	10	1.1321e-03	7.1224e-03	0.340886	6
IL7	10	1.1379e-03	7.1526e-03	0.341500	7
SPIN2B	10	1.1483e-03	7.2150e-03	0.343493	6
MARCH11	10	1.1513e-03	7.2331e-03	0.343493	7
C21orf91	10	1.1530e-03	7.2467e-03	0.343493	6
MCMDC2	10	1.1589e-03	7.2749e-03	0.343965	8
RBM12B	10	1.1641e-03	7.3000e-03	0.343965	7
MFSD8	10	1.1661e-03	7.3091e-03	0.343965	7
ANTXR1	10	1.1714e-03	7.3441e-03	0.344786	5
TCF19	10	1.1829e-03	7.4047e-03	0.345262	6
MARCH1	10	1.1848e-03	7.4163e-03	0.345262	6
NDUFA11	10	1.1895e-03	7.4420e-03	0.345262	2
C9orf84	10	1.1895e-03	7.4420e-03	0.345262	4
TCTN2	10	1.1895e-03	7.4420e-03	0.345262	3
ZNF24	10	1.1941e-03	7.4661e-03	0.345568	6
VEGFC	10	1.2035e-03	7.5175e-03	0.347127	8
KIF3A	10	1.2121e-03	7.5623e-03	0.347778	7
PAX1	10	1.2147e-03	7.5779e-03	0.347778	8
SPRY1	10	1.2238e-03	7.6322e-03	0.347778	7
YIPF1	10	1.2254e-03	7.6378e-03	0.347778	7
DEFA5	10	1.2278e-03	7.6519e-03	0.347778	8
CABLES2	10	1.2322e-03	7.6730e-03	0.347778	8
CCBL2	10	1.2322e-03	7.6730e-03	0.347778	8
ITGB1	9	1.2373e-03	7.6342e-03	0.347778	8
UBQLN1	10	1.2518e-03	7.7752e-03	0.351599	8
SYDE2	10	1.2550e-03	7.7938e-03	0.351633	6
PIK3C2A	10	1.2610e-03	7.8290e-03	0.351802	6
MS4A1	10	1.2620e-03	7.8333e-03	0.351802	7
IL12RB2	10	1.2754e-03	7.9136e-03	0.352670	8
PAGE4	10	1.2754e-03	7.9136e-03	0.352670	8
CKMT2	10	1.2775e-03	7.9272e-03	0.352670	6
SLC34A2	10	1.2784e-03	7.9332e-03	0.352670	7
MGAT4C	10	1.2806e-03	7.9423e-03	0.352670	8
GALNT7	10	1.2871e-03	7.9745e-03	0.353043	8
IGLL5	10	1.2898e-03	7.9866e-03	0.353043	6
CEP112	10	1.3002e-03	8.0399e-03	0.353558	7
CBFB	10	1.3005e-03	8.0414e-03	0.353558	7
HOXD8	10	1.3033e-03	8.0555e-03	0.353558	8
EPB41	10	1.3063e-03	8.0701e-03	0.353558	5
TM9SF2	10	1.3295e-03	8.1929e-03	0.357098	7
GOLGA7	10	1.3326e-03	8.2085e-03	0.357098	8
AKAP4	10	1.3391e-03	8.2367e-03	0.357098	7
BIK	10	1.3426e-03	8.2533e-03	0.357098	8
KCNJ8	10	1.3480e-03	8.2775e-03	0.357098	7
