group_id	items_in_group	lo_value	p	FDR	goodsgrna
RPS2	10	2.5689e-08	2.5166e-07	0.000014	9
NUDC	10	2.5689e-08	2.5166e-07	0.000014	10
CCT4	10	2.6349e-08	2.5166e-07	0.000014	10
RPA1	10	2.6618e-08	2.5166e-07	0.000014	10
NUP160	10	2.7967e-08	2.5166e-07	0.000014	9
CIRH1A	10	2.8491e-08	2.5166e-07	0.000014	8
RPL35A	10	2.8853e-08	2.5166e-07	0.000014	9
NOC2L	10	2.9608e-08	2.5166e-07	0.000014	10
NAPA	10	2.9981e-08	2.5166e-07	0.000014	9
PSMD1	10	3.0462e-08	2.5166e-07	0.000014	9
HARS	10	3.1307e-08	2.5166e-07	0.000014	9
POLR2F	10	3.1740e-08	2.5166e-07	0.000014	9
WDR24	9	3.2320e-08	2.5166e-07	0.000014	8
EIF2B3	10	3.3243e-08	2.5166e-07	0.000014	10
POLR2E	10	3.3605e-08	2.5166e-07	0.000014	9
RBM39	10	3.3911e-08	2.5166e-07	0.000014	9
CDC16	10	3.4881e-08	2.5166e-07	0.000014	10
UROD	10	3.5246e-08	2.5166e-07	0.000014	10
CDK9	10	3.6095e-08	2.5166e-07	0.000014	10
ISCU	10	3.6614e-08	2.5166e-07	0.000014	9
CPSF2	10	3.7025e-08	2.5166e-07	0.000014	10
PPP2CA	10	3.7373e-08	2.5166e-07	0.000014	8
C1orf109	10	3.7706e-08	2.5166e-07	0.000014	10
NAA25	10	4.1903e-08	2.5166e-07	0.000014	9
TBC1D3G	10	4.2011e-08	2.5166e-07	0.000014	8
ESPL1	10	4.2019e-08	2.5166e-07	0.000014	10
TUBGCP2	10	4.2166e-08	2.5166e-07	0.000014	10
GNB2L1	10	4.3438e-08	2.5166e-07	0.000014	9
MED7	10	4.5104e-08	2.5166e-07	0.000014	10
VPS25	10	4.5539e-08	2.5166e-07	0.000014	10
MARS2	10	4.6533e-08	2.5166e-07	0.000014	10
RPS27A	10	4.6533e-08	2.5166e-07	0.000014	10
TIMELESS	10	4.6680e-08	2.5166e-07	0.000014	10
ACSL1	10	4.7210e-08	2.5166e-07	0.000014	8
DHX9	10	4.7813e-08	2.5166e-07	0.000014	10
MEPCE	10	4.7955e-08	2.5166e-07	0.000014	10
ZNHIT2	10	4.9798e-08	2.5166e-07	0.000014	10
SF3B2	10	4.9798e-08	2.5166e-07	0.000014	10
RANGAP1	10	5.0092e-08	2.5166e-07	0.000014	10
CHM	10	5.0245e-08	2.5166e-07	0.000014	9
WDR61	10	5.1449e-08	2.5166e-07	0.000014	9
NUP155	10	5.2590e-08	2.5166e-07	0.000014	10
SMG1	10	5.3935e-08	2.5166e-07	0.000014	9
POLE2	10	5.4193e-08	2.5166e-07	0.000014	9
CPSF3L	10	5.4667e-08	2.5166e-07	0.000014	8
HAUS3	10	5.5685e-08	2.5166e-07	0.000014	9
POLR3A	10	5.5834e-08	2.5166e-07	0.000014	10
CCT7	10	5.6235e-08	2.5166e-07	0.000014	9
ANAPC2	10	5.6704e-08	2.5166e-07	0.000014	9
DNM1L	10	5.9078e-08	2.5166e-07	0.000014	10
RIOK2	10	6.1310e-08	2.5166e-07	0.000014	9
RPL9	10	6.1856e-08	2.5166e-07	0.000014	10
NELFB	10	6.1989e-08	2.5166e-07	0.000014	8
TPT1	10	6.7739e-08	2.5166e-07	0.000014	10
AP2M1	10	6.7767e-08	2.5166e-07	0.000014	10
ATP6AP1	10	6.8069e-08	2.5166e-07	0.000014	9
TOP1	10	6.8432e-08	2.5166e-07	0.000014	9
IARS2	10	6.9820e-08	2.5166e-07	0.000014	10
SRSF1	10	7.1088e-08	2.5166e-07	0.000014	9
RAD51	10	7.2027e-08	2.5166e-07	0.000014	10
RSL24D1	10	7.2407e-08	2.5166e-07	0.000014	8
DTYMK	10	7.3682e-08	2.5166e-07	0.000014	9
LUC7L3	10	7.3921e-08	2.5166e-07	0.000014	10
NVL	10	7.3981e-08	2.5166e-07	0.000014	10
MED1	10	8.0293e-08	2.5166e-07	0.000014	10
ACTL6A	10	8.0578e-08	2.5166e-07	0.000014	10
CCT2	10	8.3444e-08	2.5166e-07	0.000014	10
POLD2	10	8.5795e-08	2.5166e-07	0.000014	10
DDX18	10	8.7011e-08	2.5166e-07	0.000014	10
FDFT1	10	9.5574e-08	2.5166e-07	0.000014	9
POLR2J2	10	9.8890e-08	2.5166e-07	0.000014	8
TUFM	10	9.9641e-08	2.5166e-07	0.000014	9
U2AF2	10	9.9835e-08	2.5166e-07	0.000014	10
TUBB	10	1.0080e-07	2.5166e-07	0.000014	10
ZMAT2	10	1.0145e-07	2.5166e-07	0.000014	9
GTPBP4	10	1.0461e-07	2.5166e-07	0.000014	10
RAD21	10	1.0791e-07	2.5166e-07	0.000014	9
ASH2L	10	1.0936e-07	2.5166e-07	0.000014	10
HMGCR	10	1.1103e-07	2.5166e-07	0.000014	10
CCNH	10	1.1696e-07	2.5166e-07	0.000014	10
PAM16	10	1.1798e-07	2.5166e-07	0.000014	10
PES1	10	1.1818e-07	2.5166e-07	0.000014	9
LARS	10	1.2270e-07	2.5166e-07	0.000014	10
SUPT5H	10	1.3347e-07	2.5166e-07	0.000014	8
OSBP	10	1.3786e-07	2.5166e-07	0.000014	10
FAM50A	10	1.4321e-07	2.5166e-07	0.000014	10
PTPN23	10	1.4321e-07	2.5166e-07	0.000014	10
RPL18	10	1.4579e-07	2.5166e-07	0.000014	10
AQR	10	1.5127e-07	2.5166e-07	0.000014	10
MAU2	10	1.5146e-07	2.5166e-07	0.000014	9
DIMT1	9	1.5569e-07	2.5166e-07	0.000014	8
ATP6V1H	10	1.5605e-07	2.5166e-07	0.000014	10
PSMC2	10	1.5743e-07	2.5166e-07	0.000014	10
EXOSC10	10	1.5764e-07	2.5166e-07	0.000014	10
PRPF31	10	1.6302e-07	2.5166e-07	0.000014	9
COX5B	10	1.6490e-07	2.5166e-07	0.000014	9
HYOU1	10	1.6727e-07	2.5166e-07	0.000014	9
CDC6	10	1.6756e-07	2.5166e-07	0.000014	9
SF3A3	10	1.7755e-07	2.5166e-07	0.000014	9
NSF	10	1.7849e-07	2.5166e-07	0.000014	9
MTOR	10	1.8592e-07	2.5166e-07	0.000014	8
NUDT21	10	1.8734e-07	2.5166e-07	0.000014	9
WDR33	10	1.9336e-07	2.5166e-07	0.000014	8
AP2S1	10	1.9428e-07	2.5166e-07	0.000014	10
LSM7	10	1.9620e-07	2.5166e-07	0.000014	10
FARSB	10	1.9642e-07	2.5166e-07	0.000014	9
RPN1	10	1.9667e-07	2.5166e-07	0.000014	9
RPL30	10	1.9774e-07	2.5166e-07	0.000014	9
GTF3C2	10	2.0670e-07	2.5166e-07	0.000014	8
PMF1	10	2.0837e-07	2.5166e-07	0.000014	9
DHDDS	10	2.1204e-07	2.5166e-07	0.000014	9
PRMT5	10	2.1204e-07	2.5166e-07	0.000014	9
MARS	10	2.1254e-07	2.5166e-07	0.000014	9
UPF1	10	2.1824e-07	2.5166e-07	0.000014	10
RPL13A	10	2.2093e-07	2.5166e-07	0.000014	9
RCL1	10	2.2250e-07	2.5166e-07	0.000014	10
EIF1AD	10	2.2438e-07	2.5166e-07	0.000014	9
DLST	10	2.2782e-07	2.5166e-07	0.000014	10
FAU	10	2.2918e-07	2.5166e-07	0.000014	9
WDR5	10	2.3291e-07	2.5166e-07	0.000014	10
PPIL2	10	2.3556e-07	2.5166e-07	0.000014	10
SNRPE	8	2.3700e-07	2.7683e-06	0.000132	8
PKMYT1	10	2.3852e-07	2.5166e-07	0.000014	10
CBWD3	10	2.4401e-07	2.5166e-07	0.000014	8
CBWD5	10	2.4401e-07	2.5166e-07	0.000014	8
PSMD7	10	2.4699e-07	2.5166e-07	0.000014	9
NUF2	10	2.4703e-07	2.5166e-07	0.000014	8
RPL5	10	2.4874e-07	2.5166e-07	0.000014	10
RPL4	10	2.4929e-07	2.5166e-07	0.000014	10
PSMD14	10	2.5078e-07	2.5166e-07	0.000014	10
RPL37	10	2.5137e-07	2.5166e-07	0.000014	10
RABGGTA	10	2.6102e-07	2.5166e-07	0.000014	10
RPS18	10	2.6255e-07	2.5166e-07	0.000014	9
EIF2S2	10	2.6337e-07	2.5166e-07	0.000014	10
CCNA2	10	2.6404e-07	2.5166e-07	0.000014	9
SPC24	10	2.6495e-07	2.5166e-07	0.000014	9
RPS7	10	2.6561e-07	2.5166e-07	0.000014	10
WDR12	10	2.7190e-07	2.5166e-07	0.000014	9
CHUK	10	2.7601e-07	2.5166e-07	0.000014	10
MRPL53	10	2.7823e-07	2.5166e-07	0.000014	9
SUPT4H1	10	2.8649e-07	2.5166e-07	0.000014	10
TTI1	10	2.9007e-07	2.5166e-07	0.000014	9
MED11	10	2.9366e-07	2.5166e-07	0.000014	10
WDR43	10	3.0197e-07	2.5166e-07	0.000014	8
TAF2	10	3.0329e-07	2.5166e-07	0.000014	9
NRDE2	10	3.0943e-07	2.5166e-07	0.000014	10
UBA1	10	3.1146e-07	2.5166e-07	0.000014	9
GEMIN4	10	3.1669e-07	2.5166e-07	0.000014	10
GMPS	10	3.1748e-07	2.5166e-07	0.000014	10
SACM1L	10	3.1754e-07	2.5166e-07	0.000014	8
POLR1A	10	3.1867e-07	2.5166e-07	0.000014	9
ARFRP1	10	3.2213e-07	2.5166e-07	0.000014	10
RPL11	10	3.3241e-07	2.5166e-07	0.000014	10
ECD	10	3.4531e-07	2.5166e-07	0.000014	9
MCM3AP	10	3.5013e-07	2.5166e-07	0.000014	10
RPTOR	10	3.5180e-07	2.5166e-07	0.000014	10
SARS	10	3.5231e-07	2.5166e-07	0.000014	9
VMP1	10	3.5400e-07	2.5166e-07	0.000014	10
PRPF8	10	3.5745e-07	2.5166e-07	0.000014	9
POLR2B	10	3.5761e-07	2.5166e-07	0.000014	10
FARSA	10	3.6064e-07	2.5166e-07	0.000014	10
NFS1	10	3.6240e-07	2.5166e-07	0.000014	9
CHD4	10	3.6342e-07	2.5166e-07	0.000014	8
EIF3D	10	3.6560e-07	2.5166e-07	0.000014	10
RPL7	10	3.6776e-07	2.5166e-07	0.000014	8
SAE1	10	3.7295e-07	2.5166e-07	0.000014	10
FDPS	10	3.7657e-07	2.5166e-07	0.000014	10
GPKOW	10	3.7736e-07	5.0333e-07	0.000028	9
MBNL1	10	3.7760e-07	5.0333e-07	0.000028	10
TAF6L	10	3.8139e-07	7.5499e-07	0.000041	9
SDHC	10	3.9042e-07	7.5499e-07	0.000041	9
YTHDC1	10	3.9168e-07	7.5499e-07	0.000041	10
HAUS5	10	3.9956e-07	7.5499e-07	0.000041	9
RNPC3	10	4.0461e-07	7.5499e-07	0.000041	8
ILF2	10	4.0876e-07	7.5499e-07	0.000041	7
WBSCR22	10	4.1436e-07	7.5499e-07	0.000041	10
CLTC	10	4.1948e-07	7.5499e-07	0.000041	10
RFC5	10	4.2193e-07	7.5499e-07	0.000041	9
GINS1	10	4.2587e-07	7.5499e-07	0.000041	9
RAE1	10	4.3685e-07	7.5499e-07	0.000041	9
PRELID1	10	4.3884e-07	7.5499e-07	0.000041	9
RPL37A	10	4.5486e-07	7.5499e-07	0.000041	9
TRIM28	10	4.6712e-07	1.2583e-06	0.000067	10
RARS2	10	4.6731e-07	1.2583e-06	0.000067	8
INTS5	10	4.7886e-07	1.2583e-06	0.000067	10
THOC1	10	4.9023e-07	1.2583e-06	0.000067	10
KIN	10	4.9023e-07	1.2583e-06	0.000067	10
DGCR8	10	5.0358e-07	1.2583e-06	0.000067	10
TUBGCP4	10	5.2051e-07	1.7617e-06	0.000092	10
SF3A2	10	5.2153e-07	1.7617e-06	0.000092	10
TUBGCP5	10	5.3017e-07	1.7617e-06	0.000092	10
PPIE	10	5.3369e-07	1.7617e-06	0.000092	9
GMPPB	10	5.3451e-07	1.7617e-06	0.000092	10
ARCN1	10	5.3725e-07	1.7617e-06	0.000092	9
TAF1B	10	5.4661e-07	1.7617e-06	0.000092	10
ACTR2	10	5.5713e-07	2.2650e-06	0.000112	10
WDR1	10	5.5849e-07	2.2650e-06	0.000112	10
DIS3	10	5.6029e-07	2.2650e-06	0.000112	8
PSMC6	10	5.6075e-07	2.2650e-06	0.000112	10
TUT1	10	5.6091e-07	2.2650e-06	0.000112	10
PSMD11	10	5.7188e-07	2.2650e-06	0.000112	9
KAT5	10	5.8047e-07	2.2650e-06	0.000112	10
SLC35B1	10	5.8141e-07	2.2650e-06	0.000112	10
NSA2	10	5.8168e-07	2.2650e-06	0.000112	9
RRM2	10	5.8862e-07	2.2650e-06	0.000112	10
RTF1	10	5.9800e-07	2.2650e-06	0.000112	8
POLR3H	10	6.0019e-07	2.2650e-06	0.000112	10
IMP3	10	6.0125e-07	2.2650e-06	0.000112	8
MRPS14	10	6.0258e-07	2.2650e-06	0.000112	10
SLC16A1	10	6.0272e-07	2.2650e-06	0.000112	10
VPS33A	10	6.0624e-07	2.2650e-06	0.000112	10
ANKLE2	10	6.0839e-07	2.2650e-06	0.000112	8
KIF23	10	6.1133e-07	2.2650e-06	0.000112	10
LAS1L	10	6.1184e-07	2.2650e-06	0.000112	10
ATP5A1	10	6.1372e-07	2.2650e-06	0.000112	9
SDE2	10	6.1549e-07	2.2650e-06	0.000112	10
RPS15A	10	6.2873e-07	2.2650e-06	0.000112	9
EIF3A	10	6.3816e-07	2.5166e-06	0.000124	10
ABCE1	10	6.4514e-07	2.7683e-06	0.000132	9
MRPL39	10	6.4896e-07	2.7683e-06	0.000132	10
TTI2	10	6.5033e-07	2.7683e-06	0.000132	10
PRMT1	10	6.6055e-07	2.7683e-06	0.000132	10
SLC20A1	10	6.6231e-07	2.7683e-06	0.000132	10
CKAP5	10	6.6231e-07	2.7683e-06	0.000132	10
SEH1L	10	6.7083e-07	2.7683e-06	0.000132	8
ORC1	10	6.8445e-07	2.7683e-06	0.000132	9
TBC1D3B	10	6.9062e-07	2.7683e-06	0.000132	9
VPS52	10	6.9890e-07	2.7683e-06	0.000132	10
FLCN	10	7.0826e-07	2.7683e-06	0.000132	10
THOC2	10	7.2270e-07	2.7683e-06	0.000132	9
ZNF574	10	7.2930e-07	3.2716e-06	0.000153	9
RPP25L	10	7.3087e-07	3.2716e-06	0.000153	9
POLR2I	10	7.3618e-07	3.2716e-06	0.000153	10
PSMB1	10	7.3832e-07	3.2716e-06	0.000153	8
RUVBL1	10	7.3933e-07	3.2716e-06	0.000153	9
PRPF38B	10	7.4004e-07	3.2716e-06	0.000153	10
ERCC2	10	7.7692e-07	3.2716e-06	0.000153	10
NOP16	10	7.7899e-07	3.2716e-06	0.000153	10
TBCC	10	8.1352e-07	3.2716e-06	0.000153	9
ZFP36	10	8.2098e-07	3.2716e-06	0.000153	8
UBAP1	10	8.3386e-07	3.7750e-06	0.000173	9
EIF3F	10	8.3443e-07	3.7750e-06	0.000173	7
MED10	10	8.4510e-07	3.7750e-06	0.000173	9
TBC1D3	10	8.4766e-07	3.7750e-06	0.000173	9
YARS2	10	8.5789e-07	3.7750e-06	0.000173	10
CCT8	10	8.6462e-07	3.7750e-06	0.000173	9
NCBP2	10	8.8871e-07	3.7750e-06	0.000173	10
EIF2B2	10	9.0903e-07	3.7750e-06	0.000173	10
SMC2	10	9.1432e-07	3.7750e-06	0.000173	10
VPS28	10	9.2223e-07	4.2783e-06	0.000193	9
MCM6	10	9.3683e-07	4.2783e-06	0.000193	9
DNAJC9	10	9.4318e-07	4.2783e-06	0.000193	9
ALYREF	10	9.4917e-07	4.2783e-06	0.000193	9
NOL9	10	9.5389e-07	4.2783e-06	0.000193	10
C9orf114	10	9.5416e-07	4.5300e-06	0.000204	9
SCAF1	10	9.5585e-07	4.5300e-06	0.000204	10
RPL12	10	9.7002e-07	5.0333e-06	0.000226	9
RBBP5	10	9.7190e-07	5.2850e-06	0.000236	9
CCDC86	10	9.8148e-07	5.2850e-06	0.000236	10
COPA	10	9.8518e-07	5.7883e-06	0.000256	8
RBM8A	10	9.8819e-07	5.7883e-06	0.000256	8
SCAP	10	9.9084e-07	5.7883e-06	0.000256	10
SKP1	10	9.9449e-07	5.7883e-06	0.000256	8
MVK	10	1.0073e-06	6.2916e-06	0.000278	10
SON	9	1.0232e-06	9.8149e-06	0.000419	9
POU2F2	10	1.0285e-06	6.7949e-06	0.000299	9
SEC13	10	1.0457e-06	6.7949e-06	0.000299	9
NARS2	10	1.0498e-06	7.0466e-06	0.000309	9
BRF1	10	1.0776e-06	7.2983e-06	0.000318	8
CYCS	10	1.1277e-06	7.2983e-06	0.000318	9
PDRG1	10	1.1311e-06	7.2983e-06	0.000318	10
SPC25	10	1.1552e-06	7.8016e-06	0.000338	8
CENPM	10	1.1912e-06	7.8016e-06	0.000338	9
EPRS	10	1.1921e-06	7.8016e-06	0.000338	9
