group_id	items_in_group	lo_value	p	FDR	goodsgrna
TNFSF15	10	4.9823e-05	4.1044e-04	0.048061	9
ATXN3	10	5.0913e-05	4.1799e-04	0.048655	10
CMC4	8	5.1250e-05	3.5810e-04	0.047455	8
SOX3	10	5.1386e-05	4.2152e-04	0.048777	9
AGFG1	10	5.2508e-05	4.2957e-04	0.049418	10
AADAT	10	5.4652e-05	4.4517e-04	0.050671	9
HOOK3	10	5.5012e-05	4.4568e-04	0.050671	9
SLC24A4	10	5.5464e-05	4.4819e-04	0.050671	6
SHF	10	5.7090e-05	4.6782e-04	0.052588	10
CSN1S1	10	5.8043e-05	4.7336e-04	0.052777	9
GABRB1	10	5.8180e-05	4.7487e-04	0.052777	9
TBL1Y	10	6.1186e-05	4.9953e-04	0.054291	7
PRDM8	9	6.2329e-05	4.9349e-04	0.053933	9
ARL9	10	6.3921e-05	5.2117e-04	0.056285	8
RLN1	10	6.4313e-05	5.2369e-04	0.056285	8
ZIM3	10	6.4907e-05	5.2646e-04	0.056285	8
SPRED2	10	6.6285e-05	5.3577e-04	0.056877	8
APCS	10	6.6590e-05	5.3778e-04	0.056877	9
MSL3	10	6.7107e-05	5.4181e-04	0.056997	7
SPOCK3	10	7.0271e-05	5.5892e-04	0.058484	9
IL15	8	7.1390e-05	4.8896e-04	0.053736	8
C9orf85	10	7.1649e-05	5.6747e-04	0.058755	9
FAM19A1	10	7.1661e-05	5.6747e-04	0.058755	9
AMMECR1	10	7.2585e-05	5.7351e-04	0.058825	8
ANKRD17	10	7.3041e-05	5.7804e-04	0.058825	9
ERBB4	10	7.3495e-05	5.8006e-04	0.058825	8
B2M	10	7.3798e-05	5.8106e-04	0.058825	8
TUSC1	10	7.4553e-05	5.8559e-04	0.058825	8
LRRC31	10	7.4669e-05	5.8610e-04	0.058825	9
USP26	10	7.5321e-05	5.9214e-04	0.058891	8
CXCL6	10	7.5741e-05	5.9516e-04	0.058891	9
C1GALT1C1	10	7.6076e-05	5.9818e-04	0.058891	9
RBMY1F	6	7.6657e-05	4.1044e-04	0.048061	5
DET1	10	7.6919e-05	6.0220e-04	0.058891	9
TRDN	10	7.7323e-05	6.0422e-04	0.058891	9
THSD1	10	7.7467e-05	6.0472e-04	0.058891	9
CDKN2B	10	7.9222e-05	6.2133e-04	0.060211	8
B3GALNT1	10	8.1545e-05	6.3592e-04	0.060673	9
TTC39B	10	8.1584e-05	6.3592e-04	0.060673	8
KLC2	10	8.2946e-05	6.4347e-04	0.060858	2
ZNF260	10	8.3353e-05	6.4700e-04	0.060898	6
CTBS	10	8.5114e-05	6.5706e-04	0.061125	8
CLCN3	10	8.5418e-05	6.6134e-04	0.061125	9
IL26	10	8.6205e-05	6.6763e-04	0.061125	9
ZRANB1	10	8.6364e-05	6.6864e-04	0.061125	9
QDPR	10	8.6892e-05	6.7065e-04	0.061125	7
CNOT7	10	8.6958e-05	6.7065e-04	0.061125	9
GALNT16	10	8.7085e-05	6.7116e-04	0.061125	2
NRGN	10	8.7638e-05	6.7619e-04	0.061299	9
ZNF600	10	9.0066e-05	6.8927e-04	0.062199	8
VLDLR	10	9.1180e-05	6.9582e-04	0.062503	8
CXCL10	8	9.1686e-05	6.3844e-04	0.060673	8
CXorf66	10	9.2513e-05	7.0639e-04	0.063164	8
RAB8B	10	9.2778e-05	7.0991e-04	0.063192	9
C12orf66	10	9.4971e-05	7.3105e-04	0.064490	5
TMEM33	10	9.4980e-05	7.3105e-04	0.064490	9
JAKMIP2	10	9.6079e-05	7.3759e-04	0.064776	7
LUZP4	10	9.6339e-05	7.4111e-04	0.064796	9
ACRV1	10	9.7025e-05	7.4715e-04	0.065035	9
UGT2B7	10	9.8165e-05	7.5521e-04	0.065447	8
MRAP2	10	9.9101e-05	7.6376e-04	0.065898	7
DEFB127	10	1.0019e-04	7.7282e-04	0.066186	9
HES1	10	1.0048e-04	7.7383e-04	0.066186	8
GAGE12H	5	1.0171e-04	4.8644e-04	0.053736	4
STX19	10	1.0217e-04	7.8490e-04	0.066821	9
MECOM	10	1.0292e-04	7.9094e-04	0.066821	9
AADACL2	10	1.0585e-04	8.1258e-04	0.068022	9
ADRA2C	10	1.0586e-04	8.1258e-04	0.068022	7
CYP11B2	10	1.0759e-04	8.2114e-04	0.068447	8
TFDP1	10	1.0965e-04	8.3171e-04	0.068787	8
UTS2B	10	1.0970e-04	8.3221e-04	0.068787	8
CCDC102B	10	1.1075e-04	8.3876e-04	0.069038	7
TRAPPC6B	10	1.1192e-04	8.4782e-04	0.069493	7
ZNF77	10	1.1421e-04	8.6543e-04	0.070642	8
ZNF471	10	1.1664e-04	8.8607e-04	0.072028	9
CLGN	10	1.1871e-04	9.0620e-04	0.073247	9
ORM2	10	1.1968e-04	9.1224e-04	0.073247	9
FAM122B	10	1.2184e-04	9.2658e-04	0.074096	6
EFCAB9	9	1.2404e-04	9.5351e-04	0.075941	8
ESAM	10	1.2895e-04	9.7968e-04	0.077711	7
CCNA1	10	1.2961e-04	9.8371e-04	0.077717	8
CPLX4	10	1.3218e-04	1.0013e-03	0.078448	9
ZNF208	10	1.3266e-04	1.0048e-03	0.078448	9
LDB2	10	1.3301e-04	1.0079e-03	0.078448	9
PUS3	10	1.3326e-04	1.0104e-03	0.078448	9
MTUS1	10	1.3399e-04	1.0129e-03	0.078448	9
KLRC3	10	1.3564e-04	1.0310e-03	0.079343	9
C11orf54	10	1.3598e-04	1.0325e-03	0.079343	9
ALG5	10	1.3738e-04	1.0426e-03	0.079805	9
MS4A15	10	1.3824e-04	1.0501e-03	0.080071	4
SESN2	10	1.3974e-04	1.0662e-03	0.080389	9
CASK	10	1.4095e-04	1.0748e-03	0.080389	9
PCDH20	10	1.4172e-04	1.0783e-03	0.080389	9
DNAJC15	10	1.4176e-04	1.0783e-03	0.080389	9
ACOT13	10	1.4178e-04	1.0783e-03	0.080389	6
LRRC66	10	1.4193e-04	1.0788e-03	0.080389	9
TYRP1	10	1.4651e-04	1.1015e-03	0.081767	9
FBXL3	10	1.4749e-04	1.1090e-03	0.081923	8
TRIM58	10	1.4874e-04	1.1156e-03	0.081923	9
BTLA	10	1.4889e-04	1.1161e-03	0.081923	7
CASP10	10	1.4970e-04	1.1266e-03	0.082392	5
NR2F2	10	1.5298e-04	1.1548e-03	0.083454	7
GNG4	10	1.5328e-04	1.1579e-03	0.083454	7
COMMD6	10	1.5375e-04	1.1609e-03	0.083454	8
HSFY1	10	1.5388e-04	1.1624e-03	0.083454	8
HSFY2	10	1.5388e-04	1.1624e-03	0.083454	8
BBX	10	1.5747e-04	1.1896e-03	0.084158	8
LGI1	10	1.5825e-04	1.1946e-03	0.084158	9
DAZ4	10	1.5854e-04	1.1981e-03	0.084158	8
DAZ2	10	1.5854e-04	1.1981e-03	0.084158	8
DAZ1	10	1.5854e-04	1.1981e-03	0.084158	8
PLEKHB2	10	1.5898e-04	1.2016e-03	0.084158	5
NLGN4X	10	1.6055e-04	1.2107e-03	0.084158	8
NTRK2	9	1.6059e-04	1.2364e-03	0.085041	6
GNPDA2	10	1.6224e-04	1.2233e-03	0.084610	9
RBM24	10	1.6291e-04	1.2258e-03	0.084610	9
SLC7A11	10	1.6520e-04	1.2414e-03	0.085090	9
DEFB128	6	1.6676e-04	9.0871e-04	0.073247	5
CXorf22	10	1.6761e-04	1.2565e-03	0.085186	8
C9orf57	10	1.6774e-04	1.2580e-03	0.085186	7
SULT1A1	10	1.6930e-04	1.2681e-03	0.085186	9
OPCML	10	1.6992e-04	1.2701e-03	0.085186	8
C5orf46	10	1.7009e-04	1.2706e-03	0.085186	9
USP9Y	10	1.7056e-04	1.2731e-03	0.085186	7
EDNRA	10	1.7575e-04	1.3043e-03	0.086061	9
BMP5	10	1.7577e-04	1.3046e-03	0.086061	9
ELAVL2	10	1.7649e-04	1.3073e-03	0.086061	9
MYOM2	10	1.7757e-04	1.3119e-03	0.086061	9
KIF27	10	1.7890e-04	1.3214e-03	0.086061	7
RETNLB	10	1.7927e-04	1.3229e-03	0.086061	6
MSX1	10	1.7956e-04	1.3265e-03	0.086061	8
KIAA1210	10	1.7997e-04	1.3275e-03	0.086061	9
KRT33A	10	1.8156e-04	1.3350e-03	0.086061	9
LACC1	10	1.8190e-04	1.3365e-03	0.086061	7
ATP11C	10	1.8247e-04	1.3405e-03	0.086061	6
BCL2	10	1.8274e-04	1.3431e-03	0.086061	6
DCT	10	1.8366e-04	1.3506e-03	0.086264	9
BCHE	10	1.8563e-04	1.3692e-03	0.087170	9
GALK2	9	1.8720e-04	1.4040e-03	0.087679	8
RBMY1A1	8	1.8744e-04	1.2791e-03	0.085300	7
PPP2R5E	10	1.8744e-04	1.3848e-03	0.087602	9
AZU1	10	1.8785e-04	1.3874e-03	0.087602	5
MRGPRX3	10	1.8812e-04	1.3894e-03	0.087602	9
KCNJ2	10	1.8954e-04	1.3999e-03	0.087679	9
UGT2A3	10	1.8989e-04	1.4014e-03	0.087679	8
A1CF	10	1.9353e-04	1.4256e-03	0.088595	1
NRSN1	10	1.9393e-04	1.4281e-03	0.088595	6
RDM1	10	1.9480e-04	1.4322e-03	0.088595	6
KIAA1024L	10	1.9573e-04	1.4417e-03	0.088847	8
GOSR1	10	1.9695e-04	1.4498e-03	0.088847	9
OTC	10	2.0480e-04	1.4976e-03	0.091492	9
GPC4	10	2.0694e-04	1.5157e-03	0.092312	9
CD36	10	2.0992e-04	1.5353e-03	0.093219	9
SPATA4	10	2.1144e-04	1.5479e-03	0.093694	8
VCY1B	10	2.1321e-04	1.5638e-03	0.094075	6
VCY	10	2.1321e-04	1.5638e-03	0.094075	6
PRAMEF1	10	2.1550e-04	1.5857e-03	0.095101	8
AK3	10	2.1700e-04	1.5935e-03	0.095278	9
DNAJC3	10	2.1911e-04	1.6098e-03	0.095965	8
IRG1	10	2.2241e-04	1.6299e-03	0.096609	9
GATM	10	2.2248e-04	1.6305e-03	0.096609	7
FGF14	10	2.2496e-04	1.6450e-03	0.097009	8
RANBP6	10	2.2519e-04	1.6471e-03	0.097009	8
MRS2	10	2.2702e-04	1.6632e-03	0.097296	9
PRRG1	10	2.2739e-04	1.6662e-03	0.097296	8
KPTN	10	2.2835e-04	1.6717e-03	0.097296	7
PPP1R3A	10	2.3084e-04	1.6914e-03	0.098008	8
IFNA1	10	2.3158e-04	1.6989e-03	0.098008	9
IFNA13	10	2.3158e-04	1.6989e-03	0.098008	9
OMG	10	2.3337e-04	1.7110e-03	0.098416	9
SCML1	10	2.3636e-04	1.7281e-03	0.098709	8
ZNF480	10	2.3672e-04	1.7291e-03	0.098709	9
CCNYL1	10	2.3754e-04	1.7311e-03	0.098709	9
RASA1	10	2.4017e-04	1.7452e-03	0.099225	8
MEF2A	10	2.4278e-04	1.7694e-03	0.099727	9
ZFP2	10	2.4296e-04	1.7699e-03	0.099727	8
CXorf30	10	2.4306e-04	1.7704e-03	0.099727	8
UHRF2	10	2.4472e-04	1.7809e-03	0.099727	6
SERPINA7	10	2.4506e-04	1.7825e-03	0.099727	9
SERTM1	10	2.4527e-04	1.7845e-03	0.099727	8
IFNA5	10	2.4777e-04	1.8036e-03	0.100510	9
CDC42EP3	10	2.4882e-04	1.8101e-03	0.100590	2
ZFP42	10	2.5100e-04	1.8232e-03	0.101032	8
MORC1	10	2.5314e-04	1.8484e-03	0.102139	8
C4orf27	10	2.5442e-04	1.8579e-03	0.102380	7
BMP2K	10	2.5532e-04	1.8640e-03	0.102425	5
N4BP2L2	10	2.5787e-04	1.8831e-03	0.102781	8
INTS12	10	2.5818e-04	1.8841e-03	0.102781	9
WNT7B	10	2.5847e-04	1.8861e-03	0.102781	9
SERPINB7	10	2.6422e-04	1.9199e-03	0.104330	9
CTXN2	5	2.6476e-04	1.2097e-03	0.084158	5
sgKRTAP5-6_3	1	2.6820e-04	2.7103e-04	0.042997	1
STK31	10	2.6831e-04	1.9470e-03	0.104813	9
LSMEM1	10	2.6834e-04	1.9475e-03	0.104813	7
TBCEL	10	2.6888e-04	1.9501e-03	0.104813	9
TGIF2LY	10	2.7232e-04	1.9732e-03	0.105642	9
COL4A5	10	2.7287e-04	1.9762e-03	0.105642	5
GPR151	10	2.7510e-04	1.9984e-03	0.106536	8
TRIQK	5	2.7731e-04	1.2550e-03	0.085186	5
B3GALTL	10	2.7888e-04	2.0200e-03	0.107399	6
THRA	10	2.8052e-04	2.0281e-03	0.107536	6
FATE1	10	2.8171e-04	2.0341e-03	0.107567	8
SDC4	10	2.8703e-04	2.0703e-03	0.109030	9
IL11	10	2.8730e-04	2.0729e-03	0.109030	7
PVRL3	10	2.8947e-04	2.0900e-03	0.109637	9
CS	10	2.9086e-04	2.0985e-03	0.109793	6
NUPL2	10	2.9240e-04	2.1091e-03	0.110053	9
GRPR	10	2.9678e-04	2.1343e-03	0.110535	9
DDIT4L	10	2.9729e-04	2.1353e-03	0.110535	9
ZNF300	10	2.9790e-04	2.1373e-03	0.110535	8
CYSLTR2	10	2.9886e-04	2.1408e-03	0.110535	7
SPP1	10	3.0117e-04	2.1539e-03	0.110811	9
HHLA2	10	3.0194e-04	2.1574e-03	0.110811	8
NANOGNB	10	3.0370e-04	2.1695e-03	0.110930	5
HAND1	10	3.0411e-04	2.1710e-03	0.110930	4
FRMD3	10	3.0507e-04	2.1811e-03	0.111016	7
LRAT	10	3.0559e-04	2.1851e-03	0.111016	7
NIPAL1	10	3.0617e-04	2.1896e-03	0.111016	8
IGSF6	10	3.1130e-04	2.2274e-03	0.112640	9
ZNF280C	10	3.1555e-04	2.2601e-03	0.114001	8
RAB40A	10	3.1993e-04	2.2827e-03	0.114849	9
SAT1	10	3.2279e-04	2.3009e-03	0.115111	8
ZNF12	10	3.2377e-04	2.3059e-03	0.115111	8
IHH	10	3.2383e-04	2.3059e-03	0.115111	5
GABRA6	10	3.2643e-04	2.3240e-03	0.115111	8
SMIM21	10	3.2851e-04	2.3341e-03	0.115111	9
KIR2DL1	10	3.2878e-04	2.3351e-03	0.115111	6
TAS2R20	10	3.2880e-04	2.3353e-03	0.115111	9
TAS2R43	10	3.2899e-04	2.3378e-03	0.115111	8
FOXO1	10	3.2919e-04	2.3406e-03	0.115111	9
sgFXYD6-FXYD2_8	1	3.3733e-04	3.4300e-04	0.047455	1
CD40LG	10	3.3889e-04	2.4060e-03	0.117741	9
CYSLTR1	10	3.3892e-04	2.4060e-03	0.117741	8
FGG	10	3.4079e-04	2.4171e-03	0.117800	8
PIH1D3	10	3.4220e-04	2.4292e-03	0.117800	9
CCDC160	10	3.4226e-04	2.4297e-03	0.117800	9
ABHD17B	10	3.4252e-04	2.4312e-03	0.117800	8
PCDHGA1	10	3.4508e-04	2.4456e-03	0.118125	8
ADAMTS2	10	3.4633e-04	2.4559e-03	0.118125	5
SLC16A9	10	3.4657e-04	2.4569e-03	0.118125	4
LACE1	10	3.4757e-04	2.4659e-03	0.118125	9
RS1	10	3.4806e-04	2.4679e-03	0.118125	9
ADH5	10	3.4906e-04	2.4770e-03	0.118260	9
GPATCH8	10	3.4977e-04	2.4828e-03	0.118260	8
CLDND1	10	3.5262e-04	2.5032e-03	0.118943	7
C1orf141	10	3.5573e-04	2.5248e-03	0.119683	9
NUPR1L	10	3.5937e-04	2.5530e-03	0.120438	7
SH3BGR	10	3.5939e-04	2.5530e-03	0.120438	5
ANP32B	10	3.6182e-04	2.5691e-03	0.120908	8
G6PD	10	3.6423e-04	2.5847e-03	0.121322	9
DMD	10	3.6545e-04	2.5903e-03	0.121322	9
ZNF558	10	3.7329e-04	2.6451e-03	0.123563	7
ADAMTS20	10	3.7417e-04	2.6506e-03	0.123563	6
ZNF716	10	3.7818e-04	2.6788e-03	0.124205	9
SPHKAP	10	3.7841e-04	2.6819e-03	0.124205	9
CLDN10	10	3.7865e-04	2.6834e-03	0.124205	7
OLAH	10	3.8061e-04	2.6939e-03	0.124402	9
MDFIC	10	3.8186e-04	2.7025e-03	0.124504	8
GNRH1	10	3.8457e-04	2.7171e-03	0.124884	7
TEX36	10	3.8822e-04	2.7423e-03	0.125747	9
CD180	10	3.9124e-04	2.7634e-03	0.126129	8
SCGB3A2	10	3.9487e-04	2.7845e-03	0.126552	9
CHDC2	10	3.9530e-04	2.7855e-03	0.126552	8
MGST2	10	4.0200e-04	2.8258e-03	0.127929	9
GABRA4	10	4.0336e-04	2.8344e-03	0.127929	7
SULT1B1	10	4.0372e-04	2.8354e-03	0.127929	8
CRIP1	10	4.0534e-04	2.8444e-03	0.128044	7
TF	9	4.0615e-04	2.7573e-03	0.126129	7
SPOPL	10	4.0803e-04	2.8600e-03	0.128453	9
MTAP	10	4.1341e-04	2.8983e-03	0.129124	9
SOX1	10	4.1438e-04	2.9053e-03	0.129124	9
KLRC1	10	4.1467e-04	2.9073e-03	0.129124	8
UCHL3	10	4.1595e-04	2.9129e-03	0.129124	7
CTXN3	10	4.1620e-04	2.9139e-03	0.129124	7
IFNA6	10	4.1724e-04	2.9194e-03	0.129124	8
NLGN4Y	10	4.1754e-04	2.9209e-03	0.129124	9
UBE2U	10	4.2164e-04	2.9441e-03	0.129856	7
SPANXN3	10	4.2372e-04	2.9572e-03	0.130142	9
TRPM6	10	4.2872e-04	2.9869e-03	0.131155	6
TMEM187	10	4.3930e-04	3.0593e-03	0.133250	7
MCF2	10	4.3953e-04	3.0601e-03	0.133250	9
TDRD7	10	4.3995e-04	3.0654e-03	0.133250	9
BLID	10	4.4130e-04	3.0749e-03	0.133250	8
USP17L10	10	4.4141e-04	3.0754e-03	0.133250	8
IL8	10	4.4148e-04	3.0754e-03	0.133250	7
PDHA2	10	4.4261e-04	3.0820e-03	0.133250	8
DNAH5	10	4.4371e-04	3.0900e-03	0.133305	4
