group_id	items_in_group	lo_value	p	FDR	goodsgrna
RPS9	10	6.0956e-08	2.5178e-07	0.000021	9
ETF1	10	6.2782e-08	2.5178e-07	0.000021	9
POLR3A	10	6.3533e-08	2.5178e-07	0.000021	9
WTAP	10	6.4185e-08	2.5178e-07	0.000021	10
RPP21	10	6.9522e-08	2.5178e-07	0.000021	9
MAU2	10	7.2023e-08	2.5178e-07	0.000021	9
VCP	10	7.5898e-08	2.5178e-07	0.000021	9
NOP58	10	7.8459e-08	2.5178e-07	0.000021	10
AK2	10	7.8875e-08	2.5178e-07	0.000021	8
NUP160	10	8.0786e-08	2.5178e-07	0.000021	9
NIPBL	10	8.4838e-08	2.5178e-07	0.000021	8
RPS12	9	8.4846e-08	2.5178e-07	0.000021	9
DHDDS	10	8.7543e-08	2.5178e-07	0.000021	10
RPAP1	10	8.7801e-08	2.5178e-07	0.000021	10
DPAGT1	10	9.0665e-08	2.5178e-07	0.000021	8
HSD17B10	10	9.0761e-08	2.5178e-07	0.000021	10
LSM2	10	9.1226e-08	2.5178e-07	0.000021	9
EIF2S2	10	9.1652e-08	2.5178e-07	0.000021	9
RPL26	10	9.2461e-08	2.5178e-07	0.000021	9
PCBP1	10	9.4715e-08	2.5178e-07	0.000021	10
MASTL	10	9.4810e-08	2.5178e-07	0.000021	9
SLC31A1	10	9.7319e-08	2.5178e-07	0.000021	10
RPS8	9	9.8793e-08	2.5178e-07	0.000021	9
CCT3	10	9.9342e-08	2.5178e-07	0.000021	9
GPI	10	1.0221e-07	2.5178e-07	0.000021	9
HSPE1	9	1.0419e-07	2.5178e-07	0.000021	9
CPSF1	9	1.0536e-07	2.5178e-07	0.000021	9
TRMT112	10	1.0539e-07	2.5178e-07	0.000021	10
MRPL16	10	1.0540e-07	2.5178e-07	0.000021	10
UTP3	10	1.0682e-07	2.5178e-07	0.000021	9
PSMA4	10	1.0753e-07	2.5178e-07	0.000021	8
DNM1L	10	1.1184e-07	2.5178e-07	0.000021	10
MCM3	10	1.1599e-07	2.5178e-07	0.000021	8
LRR1	10	1.1761e-07	2.5178e-07	0.000021	10
PLK1	10	1.1958e-07	2.5178e-07	0.000021	10
CDC123	10	1.2086e-07	2.5178e-07	0.000021	9
RBM8A	10	1.2105e-07	2.5178e-07	0.000021	10
BIRC5	10	1.2985e-07	2.5178e-07	0.000021	9
RPS2	10	1.3100e-07	2.5178e-07	0.000021	9
SLC35B1	10	1.3918e-07	2.5178e-07	0.000021	9
NUBP1	9	1.4410e-07	2.5178e-07	0.000021	8
RPS11	10	1.4415e-07	2.5178e-07	0.000021	9
OSGEP	9	1.4895e-07	2.5178e-07	0.000021	9
GPN3	10	1.5336e-07	2.5178e-07	0.000021	10
MAGOH	10	1.6197e-07	2.5178e-07	0.000021	9
DTYMK	10	1.6459e-07	2.5178e-07	0.000021	10
GPN2	10	1.6481e-07	2.5178e-07	0.000021	9
U2AF2	10	1.6828e-07	2.5178e-07	0.000021	9
SSU72	10	1.6964e-07	2.5178e-07	0.000021	8
HINFP	10	1.7077e-07	2.5178e-07	0.000021	9
DCTN5	10	1.7092e-07	2.5178e-07	0.000021	10
UFD1L	10	1.7115e-07	2.5178e-07	0.000021	9
GOLGA8O	10	1.7499e-07	2.5178e-07	0.000021	9
EEF2	9	1.7666e-07	2.5178e-07	0.000021	8
WARS	10	1.7939e-07	2.5178e-07	0.000021	10
TNPO3	10	1.8404e-07	2.5178e-07	0.000021	10
NOB1	10	1.8811e-07	2.5178e-07	0.000021	10
RPN1	10	1.9198e-07	2.5178e-07	0.000021	9
PSMB5	10	1.9836e-07	2.5178e-07	0.000021	10
DCTN3	10	2.0157e-07	2.5178e-07	0.000021	9
TRAPPC11	10	2.0569e-07	2.5178e-07	0.000021	10
SRP19	10	2.0607e-07	2.5178e-07	0.000021	9
RPL13A	10	2.2530e-07	2.5178e-07	0.000021	10
PMPCB	10	2.5293e-07	2.5178e-07	0.000021	10
C3orf17	10	2.5349e-07	2.5178e-07	0.000021	9
RUVBL2	10	2.5416e-07	2.5178e-07	0.000021	10
SNAPC4	10	2.5508e-07	2.5178e-07	0.000021	10
XAB2	10	2.5629e-07	2.5178e-07	0.000021	9
SAMM50	10	2.5629e-07	2.5178e-07	0.000021	9
PSMD14	10	2.5825e-07	2.5178e-07	0.000021	9
POLR1A	10	2.6085e-07	2.5178e-07	0.000021	10
HAUS5	10	2.7085e-07	2.5178e-07	0.000021	8
MEPCE	10	2.7474e-07	2.5178e-07	0.000021	10
CCT2	10	2.7930e-07	2.5178e-07	0.000021	10
TCP1	10	2.7991e-07	2.5178e-07	0.000021	10
EIF3CL	10	2.8134e-07	2.5178e-07	0.000021	9
DARS2	10	2.8179e-07	2.5178e-07	0.000021	10
DDB1	10	3.0014e-07	2.5178e-07	0.000021	9
SRP54	10	3.0910e-07	2.5178e-07	0.000021	9
VMP1	10	3.0910e-07	2.5178e-07	0.000021	9
SDHB	10	3.1453e-07	2.5178e-07	0.000021	9
SPATA5L1	10	3.1492e-07	2.5178e-07	0.000021	9
USP39	10	3.1694e-07	2.5178e-07	0.000021	7
XPO1	10	3.1716e-07	2.5178e-07	0.000021	9
ATP6AP2	10	3.1879e-07	2.5178e-07	0.000021	10
CFL1	10	3.2152e-07	2.5178e-07	0.000021	10
PSMB6	10	3.2295e-07	2.5178e-07	0.000021	9
CKAP5	10	3.2359e-07	2.5178e-07	0.000021	10
SNRPF	10	3.2765e-07	2.5178e-07	0.000021	10
RPL35	10	3.3025e-07	2.5178e-07	0.000021	10
NCBP2	10	3.3659e-07	2.5178e-07	0.000021	10
KIF11	9	3.3963e-07	7.5534e-07	0.000061	9
HNRNPK	10	3.4780e-07	2.5178e-07	0.000021	9
NAMPT	10	3.5433e-07	2.5178e-07	0.000021	10
RABGGTB	10	3.6211e-07	2.5178e-07	0.000021	8
MRPL4	10	3.7116e-07	2.5178e-07	0.000021	9
MRPL21	10	3.7240e-07	2.5178e-07	0.000021	10
CHEK1	10	3.8465e-07	7.5534e-07	0.000061	9
SNRNP200	10	3.9098e-07	7.5534e-07	0.000061	9
FASN	10	3.9244e-07	7.5534e-07	0.000061	9
MRPL17	10	3.9936e-07	7.5534e-07	0.000061	8
RCC1	10	4.0250e-07	7.5534e-07	0.000061	10
CDCA8	9	4.0459e-07	1.2589e-06	0.000097	8
CCND3	10	4.1523e-07	7.5534e-07	0.000061	10
ADSS	10	4.1539e-07	7.5534e-07	0.000061	10
WDR3	10	4.3527e-07	7.5534e-07	0.000061	9
PSMG3	10	4.4291e-07	7.5534e-07	0.000061	10
RPL13	10	4.7050e-07	1.2589e-06	0.000097	9
RPF2	10	4.7195e-07	1.2589e-06	0.000097	8
SF3A1	10	4.7597e-07	1.2589e-06	0.000097	9
DDX49	10	4.8066e-07	1.2589e-06	0.000097	10
DERL2	10	4.9125e-07	1.2589e-06	0.000097	10
NOC2L	10	4.9387e-07	1.2589e-06	0.000097	10
ZBTB11	10	4.9448e-07	1.2589e-06	0.000097	10
RPP40	10	5.0119e-07	1.2589e-06	0.000097	9
DDX21	10	5.0580e-07	1.2589e-06	0.000097	10
RPL24	10	5.2025e-07	1.7625e-06	0.000134	8
BRF2	10	5.2079e-07	1.7625e-06	0.000134	10
NIP7	10	5.4171e-07	1.7625e-06	0.000134	9
MTOR	10	5.4238e-07	1.7625e-06	0.000134	10
POLR2E	7	5.4256e-07	4.7838e-06	0.000315	7
POLR2D	10	5.5819e-07	2.2660e-06	0.000165	9
UMPS	10	5.6184e-07	2.2660e-06	0.000165	10
CHMP2A	10	5.6661e-07	2.2660e-06	0.000165	10
KIN	10	5.8610e-07	2.2660e-06	0.000165	9
STAG2	10	6.0147e-07	2.2660e-06	0.000165	10
CDK4	10	6.0910e-07	2.2660e-06	0.000165	9
SF3A3	10	6.1399e-07	2.2660e-06	0.000165	10
UBA52	10	6.1684e-07	2.2660e-06	0.000165	8
PRPF8	10	6.1863e-07	2.2660e-06	0.000165	8
PSMC2	10	6.2520e-07	2.2660e-06	0.000165	7
TBCD	10	6.3281e-07	2.2660e-06	0.000165	9
SDHD	10	6.3603e-07	2.2660e-06	0.000165	9
RPL27A	9	6.4320e-07	4.7838e-06	0.000315	8
MTG2	10	6.4453e-07	2.7696e-06	0.000197	10
NLE1	10	6.4718e-07	2.7696e-06	0.000197	9
PRIM1	10	6.5464e-07	2.7696e-06	0.000197	10
FDPS	9	6.6978e-07	5.7909e-06	0.000380	8
DDX1	10	6.9002e-07	2.7696e-06	0.000197	9
EIF5	10	6.9318e-07	2.7696e-06	0.000197	8
ELP3	10	7.1259e-07	2.7696e-06	0.000197	10
PCBP2	10	7.1791e-07	2.7696e-06	0.000197	10
RPS23	10	7.3569e-07	3.2731e-06	0.000225	9
ERCC2	10	7.3951e-07	3.2731e-06	0.000225	10
ORAOV1	10	7.4863e-07	3.2731e-06	0.000225	9
MRPL48	10	7.7141e-07	3.2731e-06	0.000225	8
GAPDH	10	7.8208e-07	3.2731e-06	0.000225	9
EFR3A	10	7.8626e-07	3.2731e-06	0.000225	8
UQCRC1	10	8.0472e-07	3.2731e-06	0.000225	10
EIF3G	10	8.0488e-07	3.2731e-06	0.000225	10
ZNF131	10	8.1289e-07	3.2731e-06	0.000225	9
CDC7	10	8.3710e-07	3.7767e-06	0.000254	9
PES1	10	8.4302e-07	3.7767e-06	0.000254	9
GFER	10	8.8560e-07	3.7767e-06	0.000254	9
RNGTT	10	9.0151e-07	3.7767e-06	0.000254	8
RPS20	10	9.0907e-07	3.7767e-06	0.000254	9
RPL5	10	9.0950e-07	3.7767e-06	0.000254	9
RFC3	10	9.1977e-07	4.0285e-06	0.000270	10
NDUFV1	10	9.2984e-07	4.2803e-06	0.000284	10
RPL4	10	9.3083e-07	4.2803e-06	0.000284	8
ALDOA	10	9.3416e-07	4.2803e-06	0.000284	9
MRP63	10	9.5755e-07	4.7838e-06	0.000315	10
PHB	9	9.7069e-07	9.3159e-06	0.000574	6
WDR33	10	1.0085e-06	6.2945e-06	0.000410	8
RRP9	10	1.0090e-06	6.2945e-06	0.000410	10
TICRR	9	1.0305e-06	9.8194e-06	0.000603	7
PSMB1	10	1.0474e-06	6.7981e-06	0.000441	10
C21orf59	10	1.0488e-06	7.0498e-06	0.000456	10
MED7	10	1.0580e-06	7.3016e-06	0.000465	9
NFS1	10	1.0864e-06	7.3016e-06	0.000465	8
PSMD2	10	1.1226e-06	7.3016e-06	0.000465	9
SF3A2	10	1.1268e-06	7.3016e-06	0.000465	9
SUCLG1	10	1.1296e-06	7.3016e-06	0.000465	10
CCNH	10	1.1444e-06	7.8052e-06	0.000489	9
NSF	9	1.1781e-06	1.1834e-05	0.000678	9
EFTUD2	10	1.1795e-06	7.8052e-06	0.000489	10
RANGAP1	10	1.1796e-06	7.8052e-06	0.000489	10
PLRG1	10	1.1963e-06	7.8052e-06	0.000489	9
DDOST	10	1.1964e-06	7.8052e-06	0.000489	9
CAD	10	1.2163e-06	8.3087e-06	0.000519	9
PMF1	10	1.2389e-06	8.8123e-06	0.000548	8
SDHA	10	1.2690e-06	9.3159e-06	0.000574	9
CYC1	10	1.2905e-06	9.3159e-06	0.000574	10
EIF3H	9	1.3370e-06	1.2841e-05	0.000732	7
SLC7A6OS	10	1.3641e-06	1.0323e-05	0.000626	10
POLR2C	9	1.4086e-06	1.2841e-05	0.000732	9
WDR74	10	1.4097e-06	1.0323e-05	0.000626	8
ARL2	10	1.4111e-06	1.0323e-05	0.000626	9
BCAS2	10	1.4189e-06	1.0323e-05	0.000626	8
GOLGA6L1	10	1.4916e-06	1.0827e-05	0.000645	8
PGAM1	10	1.5245e-06	1.0827e-05	0.000645	9
EIF6	10	1.5639e-06	1.0827e-05	0.000645	9
LSM7	10	1.5713e-06	1.0827e-05	0.000645	9
CHM	10	1.5713e-06	1.0827e-05	0.000645	9
RACGAP1	10	1.5845e-06	1.0827e-05	0.000645	8
DDX23	9	1.5866e-06	1.3344e-05	0.000756	8
SKP1	10	1.6163e-06	1.1330e-05	0.000663	9
NOL6	10	1.6333e-06	1.1330e-05	0.000663	8
COPS5	10	1.6429e-06	1.1330e-05	0.000663	8
ADSL	10	1.6718e-06	1.1330e-05	0.000663	9
MRPL18	10	1.6824e-06	1.1330e-05	0.000663	8
NPIPB5	10	1.7264e-06	1.1330e-05	0.000663	7
RPL11	10	1.7367e-06	1.1834e-05	0.000678	9
HMGCS1	10	1.7369e-06	1.1834e-05	0.000678	8
DDX27	9	1.7429e-06	1.3848e-05	0.000778	9
CTR9	10	1.7440e-06	1.1834e-05	0.000678	9
TAF1C	10	1.7881e-06	1.1834e-05	0.000678	8
NOL8	10	1.7935e-06	1.1834e-05	0.000678	9
EIF2B3	10	1.8056e-06	1.1834e-05	0.000678	9
RBM14	10	1.8763e-06	1.3344e-05	0.000756	9
PRC1	10	1.9087e-06	1.3848e-05	0.000778	9
PSMD4	10	1.9202e-06	1.3848e-05	0.000778	10
DOLK	9	1.9361e-06	1.6366e-05	0.000896	9
MRPS28	10	1.9859e-06	1.4855e-05	0.000830	10
EIF2B4	10	1.9859e-06	1.4855e-05	0.000830	9
ISCU	10	1.9894e-06	1.5107e-05	0.000841	9
MMGT1	10	2.0019e-06	1.5359e-05	0.000848	10
WDR75	10	2.0275e-06	1.5359e-05	0.000848	9
POLR3C	10	2.0404e-06	1.5359e-05	0.000848	9
PCID2	10	2.0735e-06	1.5862e-05	0.000874	9
DARS	10	2.1477e-06	1.6366e-05	0.000896	8
NUF2	10	2.2571e-06	1.7373e-05	0.000949	8
ORC1	9	2.2735e-06	2.0394e-05	0.001066	9
RPL12	10	2.3068e-06	1.7876e-05	0.000971	9
SF1	10	2.3085e-06	1.7876e-05	0.000971	8
C14orf80	10	2.4046e-06	1.8380e-05	0.000993	9
RAD21	10	2.4423e-06	1.8380e-05	0.000993	10
DDX20	10	2.4965e-06	1.8883e-05	0.001014	8
YARS	10	2.5146e-06	1.8883e-05	0.001014	10
NUTF2	10	2.5297e-06	1.9387e-05	0.001036	8
RCL1	10	2.5374e-06	1.9387e-05	0.001036	9
EEF1A1	9	2.5532e-06	2.2912e-05	0.001167	7
RAE1	10	2.6765e-06	1.9891e-05	0.001048	8
GRPEL1	10	2.6837e-06	1.9891e-05	0.001048	10
TSR1	10	2.6865e-06	1.9891e-05	0.001048	9
PSMA3	10	2.7099e-06	1.9891e-05	0.001048	7
POLD3	10	2.7128e-06	1.9891e-05	0.001048	8
C1orf109	10	2.7394e-06	2.0394e-05	0.001066	9
MAX	10	2.7597e-06	2.0394e-05	0.001066	8
CPSF3	10	2.8074e-06	2.0898e-05	0.001090	9
SMN1	10	2.8839e-06	2.1401e-05	0.001102	10
SMN2	10	2.8839e-06	2.1401e-05	0.001102	10
POLR2A	10	2.8905e-06	2.1401e-05	0.001102	9
NOP10	10	2.8934e-06	2.1401e-05	0.001102	9
TTI1	10	2.9104e-06	2.1401e-05	0.001102	9
TUBGCP6	10	2.9290e-06	2.1905e-05	0.001122	10
PSMC4	10	2.9427e-06	2.1905e-05	0.001122	10
NRDE2	10	2.9682e-06	2.2408e-05	0.001144	9
NOL12	10	3.0373e-06	2.4423e-05	0.001238	9
BTAF1	10	3.0574e-06	2.4423e-05	0.001238	9
PAFAH1B1	9	3.0772e-06	2.6437e-05	0.001316	6
MRPL55	10	3.0964e-06	2.4926e-05	0.001260	10
SETD1A	10	3.1342e-06	2.5933e-05	0.001297	10
COPS4	10	3.1349e-06	2.5933e-05	0.001297	9
GMPS	10	3.1647e-06	2.5933e-05	0.001297	10
VPS28	10	3.1827e-06	2.5933e-05	0.001297	10
MRPL39	10	3.2378e-06	2.6437e-05	0.001316	10
TAZ	10	3.2716e-06	2.7192e-05	0.001350	10
POP5	10	3.3436e-06	2.7444e-05	0.001359	9
COPS3	10	3.3608e-06	2.7948e-05	0.001374	8
PRAMEF13	10	3.3720e-06	2.7948e-05	0.001374	10
GART	10	3.4362e-06	2.7948e-05	0.001374	10
NDUFS1	10	3.5072e-06	2.9458e-05	0.001444	9
INO80	10	3.5396e-06	2.9962e-05	0.001462	10
TFIP11	10	3.5488e-06	2.9962e-05	0.001462	9
KIF23	10	3.5848e-06	3.0465e-05	0.001464	9
GTF2H4	10	3.6328e-06	3.0465e-05	0.001464	9
SLC4A7	10	3.6451e-06	3.0465e-05	0.001464	10
INTS4	10	3.7264e-06	3.0969e-05	0.001464	9
BUD13	10	3.7264e-06	3.0969e-05	0.001464	8
RPS10	10	3.7428e-06	3.0969e-05	0.001464	9
TONSL	10	3.7451e-06	3.0969e-05	0.001464	8
ALG14	10	3.7944e-06	3.0969e-05	0.001464	10
POLR2B	10	3.7980e-06	3.0969e-05	0.001464	8
RPS17	10	3.7980e-06	3.0969e-05	0.001464	8
RPS17L	10	3.7980e-06	3.0969e-05	0.001464	8
WDR77	10	3.8137e-06	3.0969e-05	0.001464	9
PSMD6	9	3.8373e-06	3.2480e-05	0.001521	9
GEMIN5	10	3.8396e-06	3.0969e-05	0.001464	7
RBX1	10	3.8821e-06	3.1472e-05	0.001484	8
PRPF31	9	3.9335e-06	3.2480e-05	0.001521	7
NOP2	9	3.9963e-06	3.2983e-05	0.001537	8
RPS19	10	4.0213e-06	3.2480e-05	0.001521	10
MARS	10	4.1520e-06	3.2983e-05	0.001537	8
BANF1	10	4.1933e-06	3.3487e-05	0.001557	7
UBAP1	10	4.2085e-06	3.3990e-05	0.001576	8
EIF1AD	10	4.2451e-06	3.4494e-05	0.001596	8
NELFB	10	4.3101e-06	3.4997e-05	0.001612	8
HTATSF1	10	4.3210e-06	3.4997e-05	0.001612	7
ECD	10	4.4199e-06	3.6760e-05	0.001689	9
SRSF7	10	4.4521e-06	3.7012e-05	0.001696	9
SART3	10	4.4623e-06	3.7515e-05	0.001711	9
TTK	10	4.5205e-06	3.8522e-05	0.001753	9
GTF3C1	10	4.5837e-06	3.9529e-05	0.001795	9
RPL30	10	4.5855e-06	3.9781e-05	0.001802	7
ROMO1	10	4.6824e-06	4.0788e-05	0.001842	9
NDUFA1	10	4.6969e-06	4.1040e-05	0.001842	8
CHAF1A	10	4.6980e-06	4.1040e-05	0.001842	9
PSMA1	10	4.7349e-06	4.1544e-05	0.001852	9
FARSB	10	4.7558e-06	4.1544e-05	0.001852	7
URB2	10	4.7674e-06	4.1544e-05	0.001852	9
POLA2	9	4.8081e-06	3.7515e-05	0.001711	8
GMPPB	10	4.8160e-06	4.2047e-05	0.001858	9
ACTL6A	10	4.8182e-06	4.2047e-05	0.001858	7
RAD51C	10	4.8188e-06	4.2047e-05	0.001858	8
PCF11	10	4.8248e-06	4.2047e-05	0.001858	8
TRRAP	10	4.8315e-06	4.2299e-05	0.001865	6
INTS9	10	4.8353e-06	4.2551e-05	0.001867	9
HYOU1	10	4.8779e-06	4.2551e-05	0.001867	10
NOP16	10	4.9239e-06	4.3558e-05	0.001907	9
CBWD2	10	4.9412e-06	4.4061e-05	0.001921	7
CIRH1A	10	4.9669e-06	4.4061e-05	0.001921	9
RPS4X	10	5.0727e-06	4.4565e-05	0.001926	9
DBR1	10	5.0996e-06	4.4565e-05	0.001926	9
NUMA1	10	5.0996e-06	4.4565e-05	0.001926	9
RPP38	9	5.2480e-06	4.1040e-05	0.001842	9
POLE	10	5.2498e-06	4.6076e-05	0.001987	9
