group_id	items_in_group	lo_value	p	FDR	goodsgrna
RBMY1D	10	2.3525e-05	1.9399e-04	0.063614	9
ZNF639	10	2.5354e-05	2.0934e-04	0.067151	8
RD3L	10	2.5533e-05	2.1161e-04	0.067151	10
OPCML	10	2.6886e-05	2.1966e-04	0.068600	10
AP1G1	10	2.7633e-05	2.2419e-04	0.068920	5
F9	10	2.8437e-05	2.3174e-04	0.069381	9
IDUA	10	2.8975e-05	2.3627e-04	0.069381	10
C12orf66	10	3.0122e-05	2.4784e-04	0.071190	10
ZNF280C	10	3.0473e-05	2.4985e-04	0.071190	10
SESN2	10	3.1472e-05	2.5690e-04	0.071190	10
CYP4F3	10	3.2453e-05	2.6596e-04	0.072494	10
TAS2R40	10	3.3053e-05	2.6897e-04	0.072494	10
CACYBP	10	3.4346e-05	2.8256e-04	0.074074	10
RGS5	10	3.4827e-05	2.9061e-04	0.074074	10
CD300C	10	3.5245e-05	2.9514e-04	0.074074	10
S100G	7	3.5728e-05	2.3325e-04	0.069381	7
RBM24	10	3.5828e-05	2.9867e-04	0.074074	9
TP63	10	3.6226e-05	3.0319e-04	0.074074	8
KHDRBS1	10	3.6510e-05	3.0370e-04	0.074074	9
SMIM14	10	3.6592e-05	3.0370e-04	0.074074	7
PCDHB13	10	3.6748e-05	3.0496e-04	0.074074	10
TNFRSF18	10	3.9605e-05	3.2836e-04	0.078206	10
NLGN4Y	10	3.9782e-05	3.3087e-04	0.078206	10
SPTY2D1	10	4.0205e-05	3.3389e-04	0.078206	9
FAM115C	10	4.1891e-05	3.5352e-04	0.081488	7
FAM200B	10	4.3640e-05	3.6761e-04	0.081488	10
CDY2B	10	4.3773e-05	3.6861e-04	0.081488	10
CDY2A	10	4.3773e-05	3.6861e-04	0.081488	10
TNFSF10	10	4.5311e-05	3.7616e-04	0.082233	9
ATOX1	10	4.5993e-05	3.8069e-04	0.082309	10
TMSB4Y	6	4.6125e-05	2.5337e-04	0.071190	6
MSN	10	4.9172e-05	4.0535e-04	0.083333	6
C1orf210	10	5.0122e-05	4.1139e-04	0.083333	6
PRY2	10	5.0163e-05	4.1239e-04	0.083333	9
PRY	10	5.0163e-05	4.1239e-04	0.083333	9
SRY	10	5.0586e-05	4.1592e-04	0.083333	9
C2CD5	10	5.1937e-05	4.2498e-04	0.083333	9
BIK	10	5.2451e-05	4.2749e-04	0.083333	10
IL13RA2	10	5.2759e-05	4.3101e-04	0.083333	9
SPRR1A	10	5.2935e-05	4.3202e-04	0.083333	6
GPC3	10	5.4485e-05	4.4410e-04	0.083593	10
PLS3	10	5.5180e-05	4.4611e-04	0.083593	10
PPP1R42	10	5.5228e-05	4.4611e-04	0.083593	9
PLEKHA8	10	5.5842e-05	4.5215e-04	0.083925	10
DEFB126	9	5.6217e-05	4.2648e-04	0.083333	9
SLCO1B7	10	5.6595e-05	4.6322e-04	0.085176	10
STARD3NL	10	5.8680e-05	4.8033e-04	0.087505	9
HSD17B2	10	5.9924e-05	4.9291e-04	0.088973	7
HFE	10	6.5143e-05	5.3518e-04	0.094192	8
CYP51A1	10	6.5351e-05	5.3619e-04	0.094192	10
SOX1	10	6.7151e-05	5.5229e-04	0.096162	9
CRYGB	10	6.8897e-05	5.6588e-04	0.097159	7
ELAVL1	10	6.9558e-05	5.6789e-04	0.097159	8
KLRD1	10	7.1966e-05	5.8601e-04	0.098053	7
GYG2	10	7.2314e-05	5.8852e-04	0.098053	9
ATP4B	10	7.2368e-05	5.8903e-04	0.098053	8
UTF1	10	7.2804e-05	5.9305e-04	0.098053	8
MLEC	10	7.4390e-05	6.0312e-04	0.098886	9
TSPY2	6	7.6006e-05	4.0636e-04	0.083333	6
SLC39A2	10	7.6108e-05	6.1821e-04	0.100524	10
PTPN1	10	7.8691e-05	6.3885e-04	0.102994	8
C1QL4	10	8.1051e-05	6.5772e-04	0.103313	9
C6orf62	10	8.2311e-05	6.6552e-04	0.103313	9
NPHS1	10	8.2897e-05	6.6904e-04	0.103313	4
ZNF154	10	8.2953e-05	6.6954e-04	0.103313	8
NFIL3	10	8.3592e-05	6.7609e-04	0.103313	6
PCDH20	10	8.4307e-05	6.8011e-04	0.103313	9
TAPBPL	10	8.4851e-05	6.8263e-04	0.103313	8
CYLC1	10	8.5483e-05	6.8917e-04	0.103507	10
TMX1	10	9.5698e-05	7.7019e-04	0.113455	9
ZNF493	10	9.5983e-05	7.7220e-04	0.113455	8
FAM9A	10	9.6117e-05	7.7270e-04	0.113455	7
SCML2	10	9.7039e-05	7.8428e-04	0.114301	9
ZNF845	10	9.8317e-05	7.9434e-04	0.114801	9
CSTL1	10	9.8808e-05	7.9938e-04	0.114801	9
IGSF5	10	1.0062e-04	8.1447e-04	0.116121	9
UGT2B17	10	1.0232e-04	8.2756e-04	0.117138	9
DTWD1	7	1.0479e-04	6.4388e-04	0.102994	7
RHCE	10	1.0565e-04	8.5674e-04	0.118778	9
URAD	10	1.0610e-04	8.5976e-04	0.118778	9
CATSPERB	10	1.0698e-04	8.6379e-04	0.118778	7
SNX3	10	1.0799e-04	8.6983e-04	0.118778	9
HYAL2	10	1.0875e-04	8.7536e-04	0.118778	5
MLLT11	10	1.1073e-04	8.8744e-04	0.119592	8
UBE2F	10	1.1297e-04	9.0606e-04	0.120585	10
KCNK10	10	1.1321e-04	9.0707e-04	0.120585	9
ZNF253	10	1.1554e-04	9.3022e-04	0.121336	7
ZNF611	10	1.1565e-04	9.3122e-04	0.121336	8
CYP2C9	10	1.1895e-04	9.6393e-04	0.124772	9
TEAD4	10	1.2194e-04	9.8658e-04	0.126869	10
PSG2	10	1.2636e-04	1.0233e-03	0.130725	10
RERGL	10	1.2727e-04	1.0299e-03	0.130725	9
ATF7IP	10	1.3109e-04	1.0641e-03	0.133600	9
CYB5R2	10	1.3147e-04	1.0661e-03	0.133600	10
ALPPL2	10	1.3790e-04	1.1189e-03	0.138645	9
RRAS2	10	1.3816e-04	1.1204e-03	0.138645	7
WDR17	10	1.4060e-04	1.1421e-03	0.140439	9
PON2	10	1.4247e-04	1.1521e-03	0.140797	7
NAP1L3	10	1.4662e-04	1.1793e-03	0.143228	9
CNIH1	10	1.4826e-04	1.1904e-03	0.143232	9
TTC9	10	1.4886e-04	1.1939e-03	0.143232	8
RGS21	7	1.4957e-04	9.2116e-04	0.121336	7
ZNF502	10	1.5346e-04	1.2382e-03	0.146283	9
GLYR1	10	1.5421e-04	1.2447e-03	0.146283	9
ITGBL1	10	1.5984e-04	1.2905e-03	0.146283	9
S100A7	10	1.6014e-04	1.2925e-03	0.146283	7
sgZNF559-ZNF177_6	1	1.6027e-04	1.6128e-04	0.058764	1
ENTPD1	10	1.6042e-04	1.2946e-03	0.146283	7
GPC1	10	1.6098e-04	1.2981e-03	0.146283	8
IFI27	10	1.6148e-04	1.3021e-03	0.146283	10
ORMDL1	10	1.6210e-04	1.3071e-03	0.146283	9
SEMA6D	10	1.6242e-04	1.3091e-03	0.146283	9
GCSAML	10	1.6351e-04	1.3157e-03	0.146283	9
B9D1	10	1.6415e-04	1.3187e-03	0.146283	9
KCNA7	10	1.6465e-04	1.3227e-03	0.146283	10
DDIT4L	10	1.6728e-04	1.3408e-03	0.146283	10
ZC3HAV1	10	1.6743e-04	1.3439e-03	0.146283	10
SLC25A5	10	1.6830e-04	1.3489e-03	0.146283	6
PAFAH1B2	10	1.7164e-04	1.3690e-03	0.146283	9
CD1A	10	1.7520e-04	1.3967e-03	0.146283	6
POU2AF1	10	1.7552e-04	1.4002e-03	0.146283	9
C11orf71	10	1.7597e-04	1.4027e-03	0.146283	10
PEX5L	10	1.7719e-04	1.4098e-03	0.146283	9
PCDH11Y	10	1.7751e-04	1.4108e-03	0.146283	9
F8	10	1.7780e-04	1.4123e-03	0.146283	10
ZNF679	10	1.7841e-04	1.4173e-03	0.146283	10
DEPDC1	10	1.7876e-04	1.4209e-03	0.146283	9
SERGEF	10	1.7885e-04	1.4214e-03	0.146283	10
FAM71D	10	1.7890e-04	1.4219e-03	0.146283	8
SULT1A2	10	1.7974e-04	1.4279e-03	0.146283	10
FOXC1	10	1.8109e-04	1.4350e-03	0.146283	8
FXYD4	10	1.8477e-04	1.4692e-03	0.149000	7
C9orf153	9	1.8500e-04	1.3710e-03	0.146283	8
FIBP	10	1.8667e-04	1.4878e-03	0.149716	6
TMEM45B	10	1.8952e-04	1.5104e-03	0.149716	9
KLRF1	10	1.8970e-04	1.5109e-03	0.149716	10
SH3YL1	10	1.8999e-04	1.5140e-03	0.149716	9
ZNF44	10	1.9176e-04	1.5291e-03	0.149716	10
MARK2	10	1.9230e-04	1.5326e-03	0.149716	9
ITM2C	10	1.9328e-04	1.5361e-03	0.149716	9
SLIT2	10	1.9342e-04	1.5371e-03	0.149716	7
BIVM	10	1.9576e-04	1.5560e-03	0.150807	10
PGA4	10	1.9923e-04	1.5804e-03	0.151327	6
CCL8	10	1.9953e-04	1.5839e-03	0.151327	9
MURC	10	1.9979e-04	1.5844e-03	0.151327	10
FOXL2	10	2.0263e-04	1.6050e-03	0.152557	9
C18orf42	10	2.0801e-04	1.6453e-03	0.153982	10
ZNF454	10	2.0814e-04	1.6473e-03	0.153982	6
ZAK	10	2.0890e-04	1.6513e-03	0.153982	8
OSR1	10	2.0895e-04	1.6513e-03	0.153982	10
KLHL13	10	2.1064e-04	1.6654e-03	0.154563	7
USP26	10	2.1199e-04	1.6765e-03	0.154860	9
PXDC1	10	2.2023e-04	1.7520e-03	0.158274	7
AADACL2	10	2.2040e-04	1.7535e-03	0.158274	8
ZNF626	10	2.2305e-04	1.7681e-03	0.158274	10
BMP3	10	2.2313e-04	1.7686e-03	0.158274	8
DYNAP	10	2.2654e-04	1.7943e-03	0.158274	10
PCCA	10	2.2790e-04	1.8053e-03	0.158274	10
MTMR10	10	2.2832e-04	1.8078e-03	0.158274	7
ZSCAN9	10	2.2954e-04	1.8209e-03	0.158274	8
LPAR6	10	2.3198e-04	1.8411e-03	0.158274	10
IFNG	10	2.3259e-04	1.8456e-03	0.158274	6
SPTAN1	10	2.3323e-04	1.8496e-03	0.158274	10
CCNJL	10	2.3405e-04	1.8556e-03	0.158274	9
PFN3	9	2.3447e-04	1.7414e-03	0.158274	9
ZNF17	10	2.3663e-04	1.8712e-03	0.158274	7
FOXO3	10	2.3670e-04	1.8712e-03	0.158274	8
CSNK2A1	10	2.3778e-04	1.8743e-03	0.158274	9
ZNF560	10	2.4020e-04	1.8889e-03	0.158274	7
MYLK4	10	2.4360e-04	1.9211e-03	0.158274	9
KIR2DL3	10	2.4367e-04	1.9216e-03	0.158274	6
DAZ1	10	2.4515e-04	1.9316e-03	0.158274	6
DAZ2	10	2.4515e-04	1.9316e-03	0.158274	6
DAZ4	10	2.4515e-04	1.9316e-03	0.158274	6
DAZ3	10	2.4515e-04	1.9316e-03	0.158274	7
RTP2	10	2.4582e-04	1.9367e-03	0.158274	8
SUMO4	10	2.4713e-04	1.9467e-03	0.158274	10
VRK2	10	2.4766e-04	1.9510e-03	0.158274	10
ZNF579	10	2.4867e-04	1.9578e-03	0.158274	4
MST4	10	2.4887e-04	1.9588e-03	0.158274	8
PPIC	10	2.4927e-04	1.9628e-03	0.158274	9
SPRR1B	10	2.5520e-04	2.0172e-03	0.159634	8
LRRC37A	10	2.5634e-04	2.0267e-03	0.159634	6
LEP	10	2.5818e-04	2.0418e-03	0.159634	8
FHDC1	10	2.5839e-04	2.0439e-03	0.159634	6
FOXI2	10	2.5915e-04	2.0494e-03	0.159634	9
CNPY1	10	2.5957e-04	2.0509e-03	0.159634	9
RBBP9	10	2.5969e-04	2.0519e-03	0.159634	9
KCNE1L	10	2.6129e-04	2.0600e-03	0.159634	8
WNT7B	10	2.6199e-04	2.0635e-03	0.159634	10
FABP3	10	2.6253e-04	2.0690e-03	0.159634	7
ZNF26	10	2.6351e-04	2.0766e-03	0.159634	9
CLEC4M	10	2.6358e-04	2.0771e-03	0.159634	10
TMEM47	10	2.6712e-04	2.1012e-03	0.160862	10
CSRP3	10	2.7098e-04	2.1319e-03	0.161887	9
BTN2A2	10	2.7157e-04	2.1390e-03	0.161887	8
MLANA	10	2.7296e-04	2.1460e-03	0.161887	10
KIAA1024L	10	2.7314e-04	2.1475e-03	0.161887	9
NETO1	10	2.7407e-04	2.1606e-03	0.162011	9
SH3BGRL	10	2.7473e-04	2.1656e-03	0.162011	9
NGFRAP1	10	2.7683e-04	2.1792e-03	0.162194	10
LRAT	10	2.7766e-04	2.1858e-03	0.162194	8
ZNF765	10	2.7905e-04	2.1928e-03	0.162194	9
LRRN1	10	2.8465e-04	2.2295e-03	0.164293	9
CCDC172	7	2.8542e-04	1.7132e-03	0.157514	7
ZNF800	10	2.8631e-04	2.2431e-03	0.164678	7
PACSIN2	10	2.8793e-04	2.2577e-03	0.165133	9
SLC35E2B	10	2.9007e-04	2.2758e-03	0.165842	9
USP17L10	10	2.9649e-04	2.3151e-03	0.168007	8
CCDC90B	10	2.9812e-04	2.3226e-03	0.168007	9
C7orf66	10	3.0393e-04	2.3528e-03	0.169568	6
RAB39B	10	3.0898e-04	2.3966e-03	0.172093	7
NECAP2	10	3.1298e-04	2.4203e-03	0.172532	9
IFIT5	10	3.2186e-04	2.4771e-03	0.175948	9
CT47B1	10	3.2462e-04	2.4912e-03	0.176312	6
MID1IP1	10	3.2799e-04	2.5124e-03	0.176609	8
C11orf21	10	3.2850e-04	2.5134e-03	0.176609	9
SPAG16	10	3.3564e-04	2.5677e-03	0.179040	6
RTP4	10	3.3573e-04	2.5682e-03	0.179040	9
MGA	10	3.3700e-04	2.5753e-03	0.179040	8
SRD5A1	10	3.4120e-04	2.5989e-03	0.180048	9
CCBE1	10	3.4316e-04	2.6120e-03	0.180320	9
TMEM237	10	3.4617e-04	2.6311e-03	0.181005	8
ZNF665	10	3.4831e-04	2.6462e-03	0.181409	6
MCF2	10	3.5082e-04	2.6663e-03	0.182154	9
sgARPC4-TTLL3_1	1	3.5371e-04	3.5855e-04	0.081488	1
CASK	10	3.5528e-04	2.6991e-03	0.183751	9
LGALS8	10	3.5655e-04	2.7091e-03	0.183762	7
STAG1	10	3.5918e-04	2.7272e-03	0.183762	5
SFXN2	10	3.6125e-04	2.7423e-03	0.183985	6
KCNIP4	10	3.6593e-04	2.7700e-03	0.183985	9
ZFP82	10	3.6848e-04	2.7922e-03	0.183985	9
SLCO1B3	10	3.6853e-04	2.7927e-03	0.183985	9
MAGEB2	10	3.6866e-04	2.7932e-03	0.183985	8
GPATCH2	10	3.6933e-04	2.7964e-03	0.183985	6
ZNF682	10	3.7107e-04	2.8083e-03	0.183985	8
TRIM38	10	3.7404e-04	2.8264e-03	0.183985	9
CDK8	10	3.7425e-04	2.8274e-03	0.183985	9
ENOX2	10	3.7478e-04	2.8334e-03	0.183985	8
KCNG2	10	3.8643e-04	2.9034e-03	0.187907	8
CCDC150	10	3.9276e-04	2.9456e-03	0.189656	8
RAB38	10	3.9361e-04	2.9497e-03	0.189656	8
CALCA	10	3.9587e-04	2.9617e-03	0.189812	9
HOXA2	10	3.9811e-04	2.9783e-03	0.190257	6
TXLNG	10	4.0038e-04	2.9909e-03	0.190442	8
POU4F3	10	4.0415e-04	3.0090e-03	0.190977	8
ARRDC3	10	4.1176e-04	3.0589e-03	0.193212	6
ADAMTS4	10	4.1442e-04	3.0775e-03	0.193449	4
DEFB121	9	4.1646e-04	3.0639e-03	0.193212	8
USP9Y	10	4.1778e-04	3.0946e-03	0.193905	8
RABL3	10	4.2215e-04	3.1177e-03	0.194044	9
COL10A1	10	4.2365e-04	3.1278e-03	0.194044	7
PGA5	10	4.2372e-04	3.1288e-03	0.194044	6
IRAK1BP1	10	4.2618e-04	3.1414e-03	0.194044	8
ZNF385D	10	4.2808e-04	3.1540e-03	0.194044	8
AMELY	10	4.2829e-04	3.1560e-03	0.194044	8
GPR135	10	4.3423e-04	3.1902e-03	0.195145	6
WDR11	10	4.3491e-04	3.1937e-03	0.195145	7
SPINK9	9	4.4153e-04	3.2491e-03	0.197913	9
IL21	10	4.5252e-04	3.3110e-03	0.199505	9
SULT1B1	10	4.5440e-04	3.3226e-03	0.199505	9
ZNF836	10	4.5474e-04	3.3261e-03	0.199505	8
CCR6	10	4.5622e-04	3.3397e-03	0.199505	9
GFOD1	10	4.5666e-04	3.3417e-03	0.199505	9
KCNMB3	10	4.5697e-04	3.3447e-03	0.199505	9
SAR1A	10	4.5748e-04	3.3462e-03	0.199505	9
PPFIBP1	10	4.6044e-04	3.3709e-03	0.200368	8
KAL1	10	4.6501e-04	3.3970e-03	0.200940	8
TMX3	10	4.6701e-04	3.4106e-03	0.200940	9
GAS2L3	10	4.6719e-04	3.4111e-03	0.200940	9
FSTL3	10	4.6967e-04	3.4232e-03	0.201049	4
DNAH12	10	4.7411e-04	3.4544e-03	0.201696	9
FER	10	4.7553e-04	3.4609e-03	0.201696	7
DHDH	10	4.7607e-04	3.4650e-03	0.201696	9
CFHR3	10	4.8238e-04	3.5042e-03	0.203379	9
ATAD3B	9	4.8630e-04	3.5500e-03	0.204829	8
TGFBR2	10	4.8947e-04	3.5470e-03	0.204829	8
NAALADL2	10	5.0753e-04	3.6567e-03	0.210367	9
CASP2	10	5.1426e-04	3.6985e-03	0.212150	9
sgKRTAP27-1_7	1	5.1675e-04	5.1908e-04	0.092844	1
ANKRD37	10	5.1926e-04	3.7261e-03	0.212686	8
CLIC4	10	5.2294e-04	3.7498e-03	0.212686	4
PCDHGA3	10	5.2377e-04	3.7543e-03	0.212686	7
VWC2L	10	5.2457e-04	3.7604e-03	0.212686	9
CDC42EP5	10	5.2491e-04	3.7619e-03	0.212686	6
MLN	10	5.2720e-04	3.7765e-03	0.212744	7
PIR	10	5.2979e-04	3.7845e-03	0.212744	8
TRMT2B	10	5.3739e-04	3.8399e-03	0.215241	8
CDK5	10	5.4394e-04	3.8857e-03	0.217135	9
FDCSP	10	5.5129e-04	3.9289e-03	0.217206	9
ACBD7	9	5.5266e-04	3.9964e-03	0.217206	9
KAAG1	10	5.5482e-04	3.9481e-03	0.217206	7
ZNF280D	10	5.5575e-04	3.9541e-03	0.217206	8
ERF	10	5.5636e-04	3.9566e-03	0.217206	8
MBP	10	5.5841e-04	3.9747e-03	0.217206	9
GFRA4	10	5.5922e-04	3.9800e-03	0.217206	9
CECR6	10	5.6019e-04	3.9878e-03	0.217206	8
PCDH11X	10	5.6073e-04	3.9893e-03	0.217206	9
SYT14	10	5.7052e-04	4.0522e-03	0.219636	8
CHEK2	10	5.7866e-04	4.0965e-03	0.219815	9
SIX6	10	5.8015e-04	4.1046e-03	0.219815	8
RFX3	10	5.8035e-04	4.1061e-03	0.219815	9
PRAMEF10	10	5.8280e-04	4.1257e-03	0.219815	7
AVPR1A	10	5.8369e-04	4.1292e-03	0.219815	8
DEFB124	10	5.8400e-04	4.1338e-03	0.219815	8
SDCCAG8	10	5.8832e-04	4.1569e-03	0.219957	8
AMBRA1	10	5.9257e-04	4.1841e-03	0.219957	9
MAGEA3	10	5.9294e-04	4.1861e-03	0.219957	9
PDK4	10	5.9428e-04	4.1952e-03	0.219957	7
SERPINB8	10	5.9584e-04	4.2047e-03	0.219957	9
FRMD1	10	5.9623e-04	4.2067e-03	0.219957	9
SPINK14	10	5.9743e-04	4.2168e-03	0.219957	8
ZNF285	10	5.9887e-04	4.2258e-03	0.219957	7
HYAL4	10	6.0405e-04	4.2646e-03	0.221343	6
PRAMEF1	10	6.0608e-04	4.2787e-03	0.221343	6
ACOT1	10	6.0769e-04	4.2862e-03	0.221343	7
KRT38	10	6.1565e-04	4.3295e-03	0.222993	7
DISP1	10	6.2185e-04	4.3693e-03	0.223894	9
ZNF440	10	6.2193e-04	4.3698e-03	0.223894	9
ZNF485	10	6.3539e-04	4.4689e-03	0.228379	7
AGPAT3	10	6.3896e-04	4.4926e-03	0.228682	8
CCDC146	10	6.4025e-04	4.4981e-03	0.228682	8
ZNF878	10	6.5195e-04	4.5917e-03	0.232839	7
TMEM123	10	6.5555e-04	4.6186e-03	0.233602	7
KBTBD3	10	6.5971e-04	4.6425e-03	0.234127	9
EDNRB	10	6.6196e-04	4.6571e-03	0.234127	8
CYP21A2	10	6.6459e-04	4.6752e-03	0.234127	7
SLC35F1	10	6.6893e-04	4.7029e-03	0.234127	7
EFHB	10	6.7187e-04	4.7205e-03	0.234127	9
CLNK	10	6.7364e-04	4.7331e-03	0.234127	9
GALNT11	10	6.7399e-04	4.7351e-03	0.234127	9
NRSN2	10	6.7842e-04	4.7588e-03	0.234127	8
RARRES1	10	6.8327e-04	4.7859e-03	0.234127	7
SP140	10	6.8480e-04	4.7950e-03	0.234127	7
NT5C2	10	6.8575e-04	4.8005e-03	0.234127	9
PTPN12	9	6.8670e-04	4.8926e-03	0.234127	8
CACNA1C	10	6.8687e-04	4.8096e-03	0.234127	6
PLGRKT	10	6.8691e-04	4.8101e-03	0.234127	9
ZDHHC21	10	6.8728e-04	4.8126e-03	0.234127	9
CCDC126	9	6.8876e-04	4.9027e-03	0.234127	8
RBP7	10	6.8931e-04	4.8232e-03	0.234127	8
SLC22A11	10	6.9062e-04	4.8297e-03	0.234127	4
USP28	10	6.9215e-04	4.8368e-03	0.234127	9
STRC	10	6.9786e-04	4.8755e-03	0.234127	9
FAM9C	10	6.9789e-04	4.8755e-03	0.234127	7
TCF20	10	7.0051e-04	4.8956e-03	0.234127	9
GPR64	10	7.0112e-04	4.8992e-03	0.234127	8
SMIM13	10	7.0415e-04	4.9213e-03	0.234447	8
SPHKAP	10	7.0977e-04	4.9505e-03	0.234749	8
SP100	10	7.0990e-04	4.9515e-03	0.234749	8
ZNF846	10	7.1199e-04	4.9656e-03	0.234851	8
MR1	10	7.2708e-04	5.0698e-03	0.236214	9
UCN3	10	7.2746e-04	5.0713e-03	0.236214	8
DDX58	10	7.3254e-04	5.1085e-03	0.236214	9
PGBD4	10	7.3742e-04	5.1357e-03	0.236214	8
HIST1H1E	10	7.4076e-04	5.1533e-03	0.236214	8
RBMXL1	10	7.4189e-04	5.1603e-03	0.236214	7
TEX9	10	7.4445e-04	5.1769e-03	0.236214	9
GSTM1	10	7.4483e-04	5.1785e-03	0.236214	8
PACRG	10	7.4502e-04	5.1805e-03	0.236214	9
UGT2A3	10	7.4585e-04	5.1845e-03	0.236214	8
PPM1A	10	7.4656e-04	5.1865e-03	0.236214	9
RCAN1	10	7.4661e-04	5.1865e-03	0.236214	8
HBE1	10	7.5148e-04	5.2237e-03	0.237361	7
C15orf43	10	7.5732e-04	5.2539e-03	0.238157	7
FOXI1	10	7.6124e-04	5.2776e-03	0.238157	6
ZFP42	10	7.6305e-04	5.2942e-03	0.238360	9
ZNF480	10	7.7618e-04	5.3737e-03	0.240419	8
HN1L	10	7.7748e-04	5.3823e-03	0.240419	7
TAAR2	10	7.7804e-04	5.3888e-03	0.240419	9
FKBP1B	10	7.8116e-04	5.4079e-03	0.240726	9
RFPL4AL1	10	7.8539e-04	5.4386e-03	0.241546	9
CST5	10	7.8834e-04	5.4598e-03	0.241684	8
LRRC26	10	7.8923e-04	5.4663e-03	0.241684	9
NAP1L2	10	8.0177e-04	5.5373e-03	0.243500	5
LDHC	10	8.0303e-04	5.5453e-03	0.243500	9
TRUB1	10	8.0389e-04	5.5519e-03	0.243500	9
PMAIP1	10	8.0449e-04	5.5569e-03	0.243500	8
PIH1D2	10	8.0643e-04	5.5725e-03	0.243641	9
CETN3	8	8.1378e-04	5.1664e-03	0.236214	8
CXCL10	8	8.1641e-04	5.1754e-03	0.236214	8
STEAP1B	10	8.1693e-04	5.6349e-03	0.245280	8
AKR1B10	10	8.2913e-04	5.7018e-03	0.247645	9
MAGEB6	10	8.4020e-04	5.7758e-03	0.249967	7
ACSL3	10	8.4332e-04	5.7934e-03	0.249967	9
PRKRA	10	8.5160e-04	5.8432e-03	0.250978	8
sgNKX2-5_10	1	8.5387e-04	8.4869e-04	0.118778	1
ACRC	10	8.5631e-04	5.8714e-03	0.250978	4
CSNK2A3	10	8.5701e-04	5.8769e-03	0.250978	8
TAS2R10	10	8.5817e-04	5.8850e-03	0.250978	8
C18orf63	10	8.6067e-04	5.9001e-03	0.250978	9
