group_id	items_in_group	lo_value	p	FDR	goodsgrna
DDX21	10	6.8400e-08	2.5165e-07	0.000014	10
MVK	10	6.8572e-08	2.5165e-07	0.000014	10
DTL	10	6.9288e-08	2.5165e-07	0.000014	10
UBL5	10	7.1182e-08	2.5165e-07	0.000014	9
GART	10	7.4773e-08	2.5165e-07	0.000014	10
CCT3	10	7.5006e-08	2.5165e-07	0.000014	10
SF1	10	7.9578e-08	2.5165e-07	0.000014	10
EXOSC8	10	7.9667e-08	2.5165e-07	0.000014	10
POLR3A	10	8.0532e-08	2.5165e-07	0.000014	9
RAD9A	10	8.1538e-08	2.5165e-07	0.000014	9
TBCC	10	8.3353e-08	2.5165e-07	0.000014	10
CSTF3	10	8.4420e-08	2.5165e-07	0.000014	10
PHB2	10	8.5108e-08	2.5165e-07	0.000014	10
PRPF31	10	8.8323e-08	2.5165e-07	0.000014	9
NFS1	10	8.8807e-08	2.5165e-07	0.000014	9
GNAZ	10	8.8890e-08	2.5165e-07	0.000014	10
WDR75	10	8.9592e-08	2.5165e-07	0.000014	9
RPN1	10	9.2050e-08	2.5165e-07	0.000014	9
IARS2	10	9.2731e-08	2.5165e-07	0.000014	10
NCAPH	9	9.7339e-08	7.5496e-07	0.000039	9
GTF2B	10	9.7610e-08	2.5165e-07	0.000014	9
EIF4A1	10	9.9023e-08	2.5165e-07	0.000014	10
NAPA	10	9.9615e-08	2.5165e-07	0.000014	10
ZBTB11	10	1.0009e-07	2.5165e-07	0.000014	9
DDX23	10	1.0426e-07	2.5165e-07	0.000014	9
RPS20	10	1.0700e-07	2.5165e-07	0.000014	8
PPCDC	10	1.1340e-07	2.5165e-07	0.000014	10
PPAT	10	1.1365e-07	2.5165e-07	0.000014	10
EIF6	10	1.1479e-07	2.5165e-07	0.000014	10
INTS3	9	1.1493e-07	7.5496e-07	0.000039	9
RPL23	10	1.1922e-07	2.5165e-07	0.000014	9
NUTF2	10	1.2067e-07	2.5165e-07	0.000014	9
RABGGTA	10	1.2152e-07	2.5165e-07	0.000014	10
HIRA	10	1.2970e-07	2.5165e-07	0.000014	10
SUPT5H	10	1.3058e-07	2.5165e-07	0.000014	9
RNGTT	10	1.3068e-07	2.5165e-07	0.000014	10
TXNRD2	10	1.3071e-07	2.5165e-07	0.000014	10
CIAO1	10	1.3100e-07	2.5165e-07	0.000014	10
RPS23	10	1.3701e-07	2.5165e-07	0.000014	9
RPL24	10	1.3855e-07	2.5165e-07	0.000014	8
RPL35	10	1.4001e-07	2.5165e-07	0.000014	10
DDX56	10	1.4304e-07	2.5165e-07	0.000014	9
RBM8A	10	1.4399e-07	2.5165e-07	0.000014	9
RARS2	10	1.4427e-07	2.5165e-07	0.000014	9
CTPS1	10	1.5157e-07	2.5165e-07	0.000014	9
DDX18	10	1.5782e-07	2.5165e-07	0.000014	10
GAB2	10	1.5889e-07	2.5165e-07	0.000014	10
CFL1	10	1.5973e-07	2.5165e-07	0.000014	10
RAB36	10	1.6723e-07	2.5165e-07	0.000014	10
ERCC2	10	1.7001e-07	2.5165e-07	0.000014	10
LDB1	10	1.7179e-07	2.5165e-07	0.000014	10
VPS52	10	1.7539e-07	2.5165e-07	0.000014	10
GTPBP4	10	1.7607e-07	2.5165e-07	0.000014	10
CLTCL1	10	1.8025e-07	2.5165e-07	0.000014	10
EIF1AD	10	1.8055e-07	2.5165e-07	0.000014	9
MED16	10	1.8371e-07	2.5165e-07	0.000014	10
MRPS35	10	1.8453e-07	2.5165e-07	0.000014	10
NGDN	10	1.9043e-07	2.5165e-07	0.000014	9
FARSA	10	1.9260e-07	2.5165e-07	0.000014	10
NDC80	10	1.9345e-07	2.5165e-07	0.000014	9
CHMP2A	10	1.9438e-07	2.5165e-07	0.000014	10
UTP23	10	1.9884e-07	2.5165e-07	0.000014	10
SNRNP200	10	1.9898e-07	2.5165e-07	0.000014	9
HAUS5	10	2.0024e-07	2.5165e-07	0.000014	10
PSMC6	10	2.0335e-07	2.5165e-07	0.000014	10
MMGT1	10	2.0444e-07	2.5165e-07	0.000014	10
ELP3	10	2.0570e-07	2.5165e-07	0.000014	9
EPRS	10	2.0760e-07	2.5165e-07	0.000014	10
NOP2	10	2.0867e-07	2.5165e-07	0.000014	10
DDB1	10	2.0913e-07	2.5165e-07	0.000014	10
DHDDS	10	2.0983e-07	2.5165e-07	0.000014	9
RPL13A	10	2.1149e-07	2.5165e-07	0.000014	9
EIF3I	10	2.1697e-07	2.5165e-07	0.000014	8
NARFL	9	2.1993e-07	1.7616e-06	0.000088	9
TAF1C	10	2.2487e-07	2.5165e-07	0.000014	10
ABCE1	10	2.2872e-07	2.5165e-07	0.000014	9
DGCR8	10	2.3599e-07	2.5165e-07	0.000014	10
RPL27	10	2.3816e-07	2.5165e-07	0.000014	9
RPL14	10	2.4104e-07	2.5165e-07	0.000014	9
HMGCS1	10	2.4547e-07	2.5165e-07	0.000014	10
OGDH	10	2.4722e-07	2.5165e-07	0.000014	10
PI4KA	10	2.5354e-07	2.5165e-07	0.000014	9
RPS17	10	2.5534e-07	2.5165e-07	0.000014	10
RPS17L	10	2.5534e-07	2.5165e-07	0.000014	10
TNPO1	10	2.6040e-07	2.5165e-07	0.000014	9
ARL2	10	2.6707e-07	2.5165e-07	0.000014	9
NRBP1	10	2.6756e-07	2.5165e-07	0.000014	9
LARS2	10	2.7089e-07	2.5165e-07	0.000014	10
ATP1A1	10	2.7257e-07	2.5165e-07	0.000014	10
SRSF1	10	2.7665e-07	2.5165e-07	0.000014	9
PSMA4	10	2.7942e-07	2.5165e-07	0.000014	9
EIF3A	10	2.8239e-07	2.5165e-07	0.000014	10
ANAPC2	10	2.8523e-07	2.5165e-07	0.000014	9
ATRIP	10	2.8599e-07	2.5165e-07	0.000014	9
NDRG3	10	2.8751e-07	2.5165e-07	0.000014	10
TSR2	10	2.9079e-07	2.5165e-07	0.000014	9
WDR83	10	2.9241e-07	2.5165e-07	0.000014	10
AIFM3	10	2.9653e-07	2.5165e-07	0.000014	10
COASY	10	2.9920e-07	2.5165e-07	0.000014	10
NRF1	10	3.0170e-07	2.5165e-07	0.000014	10
PES1	10	3.1050e-07	2.5165e-07	0.000014	10
WDR74	10	3.1419e-07	2.5165e-07	0.000014	10
ANAPC5	10	3.1740e-07	2.5165e-07	0.000014	10
TRMT61A	10	3.2180e-07	2.5165e-07	0.000014	10
MRPL53	10	3.3063e-07	2.5165e-07	0.000014	8
SRSF3	10	3.3211e-07	2.5165e-07	0.000014	9
ZNF280B	10	3.3929e-07	2.5165e-07	0.000014	9
RAD21	10	3.5087e-07	2.5165e-07	0.000014	9
OSBP	10	3.5561e-07	2.5165e-07	0.000014	9
FAU	10	3.6121e-07	2.5165e-07	0.000014	10
CRKL	10	3.6342e-07	2.5165e-07	0.000014	10
PSMB3	10	3.6630e-07	2.5165e-07	0.000014	10
UPF1	10	3.6778e-07	2.5165e-07	0.000014	10
TCP1	10	3.7130e-07	2.5165e-07	0.000014	9
CCT4	10	3.7182e-07	2.5165e-07	0.000014	9
RBBP4	10	3.7331e-07	2.5165e-07	0.000014	9
CDC23	10	3.7472e-07	2.5165e-07	0.000014	10
EIF2B1	10	3.7795e-07	5.0330e-07	0.000027	10
NOL6	10	3.7899e-07	7.5496e-07	0.000039	9
ALG2	10	3.8567e-07	7.5496e-07	0.000039	10
RPL37	10	3.8669e-07	7.5496e-07	0.000039	10
RPS10	10	3.8725e-07	7.5496e-07	0.000039	7
STIP1	10	3.9706e-07	7.5496e-07	0.000039	10
LARS	10	4.0504e-07	7.5496e-07	0.000039	10
PPM1F	10	4.0640e-07	7.5496e-07	0.000039	9
MYB	10	4.0784e-07	7.5496e-07	0.000039	10
EIF5	10	4.1891e-07	7.5496e-07	0.000039	8
ATP5A1	10	4.1968e-07	7.5496e-07	0.000039	10
CDC20	10	4.2686e-07	7.5496e-07	0.000039	10
SCAP	10	4.2978e-07	7.5496e-07	0.000039	10
NIP7	10	4.3218e-07	7.5496e-07	0.000039	9
ARL1	10	4.3760e-07	7.5496e-07	0.000039	9
PSMC5	10	4.4067e-07	7.5496e-07	0.000039	9
CPSF1	10	4.5679e-07	7.5496e-07	0.000039	10
PDCD11	10	4.6795e-07	1.2583e-06	0.000063	10
TFRC	10	4.8765e-07	1.2583e-06	0.000063	10
SDF2L1	10	4.9224e-07	1.2583e-06	0.000063	9
SDHC	10	4.9955e-07	1.2583e-06	0.000063	10
GOLGA6L1	10	5.0203e-07	1.2583e-06	0.000063	9
MED17	10	5.0213e-07	1.2583e-06	0.000063	10
EXOSC6	10	5.2596e-07	1.7616e-06	0.000088	10
REXO2	10	5.2947e-07	1.7616e-06	0.000088	10
CIRH1A	10	5.4361e-07	1.7616e-06	0.000088	9
SAE1	10	5.4782e-07	1.7616e-06	0.000088	9
SYS1	10	5.5264e-07	2.0132e-06	0.000100	10
SLC16A1	10	5.6016e-07	2.2649e-06	0.000108	9
COPE	10	5.6369e-07	2.2649e-06	0.000108	10
ATP6V1D	10	5.6575e-07	2.2649e-06	0.000108	9
NDOR1	10	5.7209e-07	2.2649e-06	0.000108	10
HDAC3	10	5.7577e-07	2.2649e-06	0.000108	9
ATP6V0B	10	5.7648e-07	2.2649e-06	0.000108	9
SNRNP35	10	5.7718e-07	2.2649e-06	0.000108	8
YPEL1	10	5.7859e-07	2.2649e-06	0.000108	9
RPL27A	10	5.8300e-07	2.2649e-06	0.000108	9
ACTR10	10	6.0528e-07	2.2649e-06	0.000108	9
DBR1	10	6.0749e-07	2.2649e-06	0.000108	9
SPATA5L1	10	6.0950e-07	2.2649e-06	0.000108	10
FAM78A	10	6.1353e-07	2.2649e-06	0.000108	10
EIF3C	10	6.1829e-07	2.2649e-06	0.000108	10
CYC1	10	6.2764e-07	2.2649e-06	0.000108	10
KLHL22	10	6.2770e-07	2.2649e-06	0.000108	9
GUK1	10	6.2896e-07	2.2649e-06	0.000108	9
ATP6AP1	10	6.2910e-07	2.2649e-06	0.000108	10
PUF60	9	6.3976e-07	5.7880e-06	0.000249	9
CTAGE4	10	6.5462e-07	2.7682e-06	0.000127	8
HIST2H2BF	10	6.6711e-07	2.7682e-06	0.000127	9
ZBTB8OS	10	6.7960e-07	2.7682e-06	0.000127	9
NOP16	10	6.8395e-07	2.7682e-06	0.000127	10
C10orf2	10	6.8965e-07	2.7682e-06	0.000127	10
RPL7L1	10	6.9069e-07	2.7682e-06	0.000127	10
FDXR	10	6.9615e-07	2.7682e-06	0.000127	10
KIF23	10	6.9823e-07	2.7682e-06	0.000127	10
EMC1	10	7.0006e-07	2.7682e-06	0.000127	10
METTL16	10	7.0406e-07	2.7682e-06	0.000127	9
RPAP1	10	7.1151e-07	2.7682e-06	0.000127	9
ZEB2	10	7.2201e-07	2.7682e-06	0.000127	10
TRMT10C	10	7.2533e-07	2.7682e-06	0.000127	9
NSA2	10	7.2544e-07	2.7682e-06	0.000127	10
PSMG3	10	7.3510e-07	3.2715e-06	0.000147	9
POLR2E	10	7.4369e-07	3.2715e-06	0.000147	9
FARSB	10	7.4369e-07	3.2715e-06	0.000147	10
DYNC1H1	10	7.4369e-07	3.2715e-06	0.000147	10
SEC13	10	7.4517e-07	3.2715e-06	0.000147	8
NOB1	10	7.4856e-07	3.2715e-06	0.000147	9
PSMA1	10	7.8200e-07	3.2715e-06	0.000147	10
RANBP1	10	7.8859e-07	3.2715e-06	0.000147	10
PSMD14	10	7.9146e-07	3.2715e-06	0.000147	6
RPS2	10	8.0973e-07	3.2715e-06	0.000147	7
CENPA	10	8.2291e-07	3.2715e-06	0.000147	10
DNAJC17	10	8.2982e-07	3.7748e-06	0.000164	10
POLR2D	10	8.3452e-07	3.7748e-06	0.000164	10
MAT2A	10	8.3953e-07	3.7748e-06	0.000164	9
PMF1	10	8.5944e-07	3.7748e-06	0.000164	9
RFC2	10	8.6081e-07	3.7748e-06	0.000164	9
UBE2M	10	8.6739e-07	3.7748e-06	0.000164	9
YME1L1	10	8.6835e-07	3.7748e-06	0.000164	10
UBA2	10	8.7388e-07	3.7748e-06	0.000164	8
KAT5	10	8.9365e-07	3.7748e-06	0.000164	10
PCYT1A	10	8.9771e-07	3.7748e-06	0.000164	8
DAP3	10	9.0135e-07	3.7748e-06	0.000164	9
PCBP1	10	9.0630e-07	3.7748e-06	0.000164	10
POLE	10	9.1440e-07	3.7748e-06	0.000164	10
SUPV3L1	10	9.2974e-07	4.2781e-06	0.000185	10
CCNH	10	9.4835e-07	4.2781e-06	0.000185	10
