group_id	items_in_group	lo_value	p	FDR	goodsgrna
KCNJ5	10	2.6091e-04	1.8926e-03	0.505363	7
E2F8	9	2.6182e-04	1.8883e-03	0.505363	7
C10orf137	10	2.6260e-04	1.9032e-03	0.505363	6
BOD1L2	10	2.6728e-04	1.9339e-03	0.505363	7
PXDC1	10	2.6757e-04	1.9354e-03	0.505363	8
OTOR	10	2.7146e-04	1.9651e-03	0.505363	9
ZFP57	9	2.7501e-04	1.9707e-03	0.505363	4
C3orf35	10	2.7923e-04	2.0175e-03	0.505363	7
IL8	10	2.7945e-04	2.0180e-03	0.505363	6
CCDC41	10	2.8218e-04	2.0316e-03	0.505363	8
TMEM178B	10	2.8240e-04	2.0341e-03	0.505363	9
TNFSF18	10	2.8367e-04	2.0447e-03	0.505363	9
LRRC72	10	2.8949e-04	2.0850e-03	0.505363	8
MMAA	10	2.8969e-04	2.0865e-03	0.505363	9
LRP1B	10	2.9117e-04	2.0951e-03	0.505363	6
LMO2	10	2.9859e-04	2.1348e-03	0.505363	8
DAAM2	10	2.9883e-04	2.1353e-03	0.505363	5
FXR1	10	3.0014e-04	2.1444e-03	0.505363	7
TAS2R13	10	3.0276e-04	2.1590e-03	0.505363	9
SMIM21	10	3.0988e-04	2.2144e-03	0.512231	7
ADCY2	10	3.1404e-04	2.2416e-03	0.512491	8
C10orf107	10	3.2371e-04	2.3005e-03	0.519916	8
ZNF534	10	3.3021e-04	2.3428e-03	0.523459	9
PDCD2L	10	3.3929e-04	2.4027e-03	0.530815	5
RCAN3	10	3.6111e-04	2.5639e-03	0.555500	6
MUC21	10	3.6981e-04	2.6228e-03	0.555500	9
TLX1	10	3.8096e-04	2.6943e-03	0.555500	6
ZFP92	10	3.9162e-04	2.7628e-03	0.555500	7
ALDH3B2	10	3.9577e-04	2.7864e-03	0.555500	6
PLG	10	4.1254e-04	2.8922e-03	0.555500	7
HDHD1	10	4.1522e-04	2.9083e-03	0.555500	9
PXMP4	10	4.1666e-04	2.9138e-03	0.555500	7
MYPN	10	4.2082e-04	2.9395e-03	0.555500	8
ONECUT3	10	4.2143e-04	2.9420e-03	0.555500	9
IRF9	10	4.2237e-04	2.9456e-03	0.555500	8
IRG1	10	4.2806e-04	2.9813e-03	0.555500	6
FOXP2	9	4.3178e-04	2.9249e-03	0.555500	8
SERPINE2	10	4.3615e-04	3.0357e-03	0.555500	7
C18orf8	10	4.3776e-04	3.0478e-03	0.555500	8
VPS13B	10	4.4671e-04	3.1027e-03	0.555500	5
RPS6KB2	10	4.5111e-04	3.1339e-03	0.555500	7
SGCZ	10	4.5447e-04	3.1520e-03	0.555500	7
FAM196A	9	4.6582e-04	3.1289e-03	0.555500	4
GALNTL5	10	4.6586e-04	3.2321e-03	0.555500	5
TBXAS1	10	4.7220e-04	3.2724e-03	0.555500	6
TIAM1	10	4.8399e-04	3.3444e-03	0.555500	6
ELAVL2	10	4.9683e-04	3.4290e-03	0.555500	9
CDY2A	10	4.9997e-04	3.4476e-03	0.555500	6
CDY2B	10	4.9997e-04	3.4476e-03	0.555500	6
IGSF1	10	5.0024e-04	3.4496e-03	0.555500	7
MDFIC	10	5.0481e-04	3.4768e-03	0.555500	9
ZNF419	10	5.0561e-04	3.4814e-03	0.555500	4
IRX6	10	5.0600e-04	3.4846e-03	0.555500	5
CTDSPL	10	5.1319e-04	3.5277e-03	0.555500	6
NME9	10	5.1579e-04	3.5438e-03	0.555500	9
KCNT1	10	5.1599e-04	3.5463e-03	0.555500	4
FGF17	10	5.1819e-04	3.5574e-03	0.555500	7
NXPH4	10	5.2136e-04	3.5780e-03	0.555500	6
ADAM7	10	5.2423e-04	3.5967e-03	0.555500	8
SATL1	10	5.2774e-04	3.6163e-03	0.555500	4
GNRH1	10	5.3400e-04	3.6536e-03	0.556873	8
SDR16C5	10	5.4701e-04	3.7467e-03	0.557622	8
ZNF277	10	5.5205e-04	3.7739e-03	0.557622	7
SGK3	10	5.6007e-04	3.8283e-03	0.557622	8
C9orf172	10	5.6271e-04	3.8480e-03	0.557622	7
BPIFB2	10	5.6271e-04	3.8480e-03	0.557622	4
SEL1L2	9	5.6665e-04	3.7291e-03	0.557622	8
BRD9	10	5.7005e-04	3.8928e-03	0.558683	6
LHFPL5	10	5.7865e-04	3.9406e-03	0.561451	5
MUC12	10	5.8327e-04	3.9728e-03	0.561970	3
CDYL	10	5.9448e-04	4.0428e-03	0.567786	7
TCEAL8	10	6.1338e-04	4.1652e-03	0.572573	7
RIN2	10	6.1858e-04	4.1934e-03	0.572573	8
WFDC11	8	6.2676e-04	3.8570e-03	0.557622	7
DDHD2	10	6.3000e-04	4.2735e-03	0.577343	9
A1CF	9	6.4382e-04	4.1879e-03	0.572573	7
KCTD5	10	6.4844e-04	4.4155e-03	0.590591	8
CD164	10	6.5570e-04	4.4719e-03	0.594093	6
CAPN6	10	6.7369e-04	4.5887e-03	0.600085	9
PTPDC1	10	6.8026e-04	4.6275e-03	0.600085	7
INSL4	10	6.8123e-04	4.6330e-03	0.600085	9
CPN2	10	6.8217e-04	4.6390e-03	0.600085	9
ADNP	10	6.9175e-04	4.6924e-03	0.602411	9
FKBP4	10	7.1055e-04	4.8138e-03	0.602411	9
DKK2	10	7.1067e-04	4.8143e-03	0.602411	8
CCNY	10	7.1635e-04	4.8520e-03	0.602411	8
IDH3G	10	7.1647e-04	4.8543e-03	0.602411	5
KLHL35	10	7.2210e-04	4.8938e-03	0.602411	5
ESYT1	10	7.2210e-04	4.8938e-03	0.602411	4
C8orf48	10	7.2631e-04	4.9251e-03	0.602411	8
RGS17	10	7.2909e-04	4.9442e-03	0.602411	9
RABL3	10	7.3705e-04	4.9941e-03	0.602411	8
FAM124B	10	7.6182e-04	5.1471e-03	0.610948	8
FUNDC1	10	7.6811e-04	5.1879e-03	0.610948	8
BMP2	10	7.7157e-04	5.2116e-03	0.610948	9
TMEM63A	10	7.7638e-04	5.2393e-03	0.610948	9
TMEM55A	9	7.7643e-04	4.9855e-03	0.602411	7
GPR139	9	7.8390e-04	5.0333e-03	0.603447	7
FRMPD2	10	7.8394e-04	5.2962e-03	0.610948	7
TUBA4A	10	7.9642e-04	5.3677e-03	0.610948	4
MTF2	10	8.0455e-04	5.4256e-03	0.610948	7
DAAM1	10	8.0539e-04	5.4311e-03	0.610948	4
LAMA2	10	8.0618e-04	5.4377e-03	0.610948	5
KCTD18	10	8.2855e-04	5.5601e-03	0.618259	8
HIST1H2AE	10	8.3529e-04	5.5993e-03	0.618259	5
PPARG	10	8.3640e-04	5.6049e-03	0.618259	7
FAM50B	10	8.4103e-04	5.6285e-03	0.618259	8
PPM1M	10	8.7524e-04	5.8108e-03	0.623097	8
CYP1A2	10	8.8567e-04	5.8602e-03	0.623097	6
PRKAG1	10	8.8868e-04	5.8778e-03	0.623097	3
SLC2A3	10	8.9212e-04	5.8944e-03	0.623097	8
NCKAP5L	10	9.0392e-04	5.9604e-03	0.626701	7
PTPN14	10	9.1249e-04	6.0072e-03	0.627697	8
sgRPL17-C18orf32_4	1	9.1404e-04	9.1321e-04	0.505363	1
TLL1	10	9.1766e-04	6.0364e-03	0.627697	8
REST	10	9.2170e-04	6.0656e-03	0.627697	6
ATG7	9	9.2647e-04	5.8567e-03	0.623097	7
KLHDC8B	10	9.3886e-04	6.1548e-03	0.633586	8
SLCO1B7	10	9.4842e-04	6.2076e-03	0.635700	8
E2F2	10	9.7195e-04	6.3451e-03	0.643690	4
HEXA	10	9.8276e-04	6.4096e-03	0.643690	7
MVP	10	9.8908e-04	6.4493e-03	0.643690	5
sgNKX6-3_10	1	1.0057e-03	9.8975e-04	0.505363	1
BBOX1	10	1.0189e-03	6.6120e-03	0.651815	6
NDRG2	10	1.0260e-03	6.6457e-03	0.651815	4
CYP39A1	10	1.0286e-03	6.6573e-03	0.651815	7
SCGB3A1	9	1.0296e-03	6.4302e-03	0.643690	7
NAT16	10	1.0297e-03	6.6634e-03	0.651815	7
ITGA9	10	1.0425e-03	6.7339e-03	0.652089	6
SH3BP5	10	1.0475e-03	6.7560e-03	0.652089	8
IRF2	10	1.0552e-03	6.7988e-03	0.652089	6
PRSS12	10	1.0552e-03	6.7988e-03	0.652089	4
SNX8	10	1.0730e-03	6.9056e-03	0.652775	6
ULBP3	10	1.0730e-03	6.9056e-03	0.652775	4
TMEM178A	10	1.0904e-03	7.0083e-03	0.658298	6
TMEM196	10	1.0952e-03	7.0310e-03	0.658298	8
OSBPL1A	10	1.1275e-03	7.2188e-03	0.659532	6
CALB1	10	1.1385e-03	7.2792e-03	0.659532	6
CHMP2B	10	1.1751e-03	7.4816e-03	0.659532	5
KDM3B	10	1.1771e-03	7.4937e-03	0.659532	6
RGR	10	1.1812e-03	7.5179e-03	0.659532	8
LRRC36	10	1.1851e-03	7.5411e-03	0.659532	4
SNAI1	10	1.1851e-03	7.5411e-03	0.659532	6
ADAMTSL2	10	1.1859e-03	7.5446e-03	0.659532	6
PXMP2	10	1.1986e-03	7.6121e-03	0.659532	8
DNMT3L	10	1.2222e-03	7.7465e-03	0.659532	8
TTC3	10	1.2404e-03	7.8472e-03	0.659532	7
GRK5	10	1.2452e-03	7.8664e-03	0.659532	6
BRMS1L	10	1.2495e-03	7.8880e-03	0.659532	5
KCNH4	10	1.2495e-03	7.8880e-03	0.659532	5
CHMP3	10	1.2495e-03	7.8880e-03	0.659532	1
RBMY1B	6	1.2506e-03	6.4287e-03	0.643690	6
PKHD1	10	1.2544e-03	7.9117e-03	0.659532	7
AQP1	10	1.2559e-03	7.9180e-03	0.659532	7
PCDHB3	10	1.2757e-03	8.0340e-03	0.659532	8
RNASE11	10	1.2808e-03	8.0627e-03	0.659532	8
SYAP1	10	1.2868e-03	8.0920e-03	0.659532	6
ASIC5	10	1.2919e-03	8.1141e-03	0.659532	8
SRPK3	9	1.2947e-03	7.9807e-03	0.659532	8
RCOR3	10	1.2993e-03	8.1514e-03	0.659532	7
RCN2	10	1.3014e-03	8.1655e-03	0.659532	7
UGT2B28	10	1.3095e-03	8.2042e-03	0.659532	5
PATE2	10	1.3136e-03	8.2239e-03	0.659532	8
PNMAL2	10	1.3184e-03	8.2506e-03	0.659532	5
CHCHD7	10	1.3184e-03	8.2506e-03	0.659532	4
FLRT1	10	1.3184e-03	8.2506e-03	0.659532	5
C6orf118	10	1.3184e-03	8.2506e-03	0.659532	4
RNASE7	10	1.3184e-03	8.2506e-03	0.659532	3
HSD3B1	10	1.3184e-03	8.2506e-03	0.659532	4
CCDC92	10	1.3184e-03	8.2506e-03	0.659532	6
RAB11B	10	1.3279e-03	8.3014e-03	0.659532	8
GTPBP2	10	1.3400e-03	8.3573e-03	0.659532	7
KCNK1	10	1.3480e-03	8.3951e-03	0.659532	5
LZTS1	10	1.3554e-03	8.4374e-03	0.659532	5
WISP3	10	1.3690e-03	8.5129e-03	0.659532	7
STC1	10	1.3787e-03	8.5643e-03	0.659532	7
C7orf50	9	1.3827e-03	8.4852e-03	0.659532	8
STX19	10	1.3876e-03	8.6096e-03	0.659532	5
AMTN	10	1.3908e-03	8.6212e-03	0.659532	5
SLC9A6	10	1.3916e-03	8.6247e-03	0.659532	8
FAM196B	10	1.3918e-03	8.6247e-03	0.659532	8
MPHOSPH8	10	1.4070e-03	8.7068e-03	0.659532	7
HSD17B2	10	1.4079e-03	8.7128e-03	0.659532	8
FAM19A1	10	1.4314e-03	8.8271e-03	0.659532	8
CLNK	10	1.4492e-03	8.9153e-03	0.659532	7
ESD	10	1.4626e-03	8.9868e-03	0.659532	6
CLDN23	10	1.4913e-03	9.1389e-03	0.659532	8
PGM2L1	10	1.4917e-03	9.1399e-03	0.659532	8
GDF10	10	1.4971e-03	9.1660e-03	0.659532	7
KIAA0825	10	1.4984e-03	9.1761e-03	0.659532	5
CHST13	10	1.4984e-03	9.1761e-03	0.659532	4
CNNM3	10	1.4992e-03	9.1822e-03	0.659532	2
SCARF1	10	1.4992e-03	9.1822e-03	0.659532	4
TRAF7	10	1.4992e-03	9.1822e-03	0.659532	5
HPN	10	1.4992e-03	9.1822e-03	0.659532	2
LEPREL4	10	1.4992e-03	9.1822e-03	0.659532	4
CPNE3	10	1.5027e-03	9.1983e-03	0.659532	8
HSFY1	10	1.5074e-03	9.2245e-03	0.659532	8
HSFY2	10	1.5074e-03	9.2245e-03	0.659532	8
PTPRN	9	1.5130e-03	9.2129e-03	0.659532	8
GCK	10	1.5165e-03	9.2673e-03	0.660164	6
SLC6A1	10	1.5424e-03	9.4042e-03	0.660164	6
RAP2B	9	1.5464e-03	9.4113e-03	0.660164	6
AP5Z1	10	1.5478e-03	9.4279e-03	0.660164	7
HP1BP3	10	1.5519e-03	9.4485e-03	0.660164	7
CHD6	10	1.5630e-03	9.5075e-03	0.660164	8
HNRNPD	10	1.5672e-03	9.5326e-03	0.660164	4
NCKIPSD	10	1.5785e-03	9.5825e-03	0.660164	6
CCDC179	10	1.5788e-03	9.5840e-03	0.660164	7
CES3	10	1.5921e-03	9.6510e-03	0.661176	7
N4BP2L1	10	1.6069e-03	9.7280e-03	0.663897	5
NMB	10	1.6127e-03	9.7582e-03	0.663897	7
CBR1	9	1.6278e-03	9.8917e-03	0.668164	8
TNFRSF6B	10	1.6453e-03	9.9229e-03	0.668164	7
FZD3	10	1.6560e-03	9.9874e-03	0.670209	5
LRP11	10	1.6896e-03	1.0159e-02	0.673684	7
LNX2	10	1.6934e-03	1.0176e-02	0.673684	3
KIF20B	10	1.7084e-03	1.0262e-02	0.676264	6
SAMD13	10	1.7119e-03	1.0284e-02	0.676264	7
APBB1IP	10	1.7247e-03	1.0348e-02	0.677728	8
ACRV1	10	1.7346e-03	1.0399e-02	0.677728	8
TFAP2E	10	1.7420e-03	1.0441e-02	0.677728	6
CDCA7L	10	1.7426e-03	1.0444e-02	0.677728	5
PINX1	10	1.7751e-03	1.0628e-02	0.686236	7
TTLL13	10	1.7787e-03	1.0645e-02	0.686236	8
PSME1	9	1.7989e-03	1.0880e-02	0.693724	5
NAPB	10	1.8321e-03	1.0938e-02	0.693724	7
CXorf21	10	1.8321e-03	1.0938e-02	0.693724	4
AP1M1	10	1.8321e-03	1.0938e-02	0.693724	5
C11orf71	10	1.8834e-03	1.1190e-02	0.699925	6
TNIP3	10	1.8897e-03	1.1225e-02	0.699925	6
FAM49B	10	1.8927e-03	1.1238e-02	0.699925	8
ALDH5A1	10	1.8927e-03	1.1238e-02	0.699925	8
EPN2	10	1.8952e-03	1.1251e-02	0.699925	7
DGKD	10	1.9014e-03	1.1285e-02	0.699925	8
MICAL2	10	1.9244e-03	1.1415e-02	0.705788	2
UCMA	10	1.9518e-03	1.1548e-02	0.711800	7
CDH10	10	1.9607e-03	1.1590e-02	0.712113	5
ZIC1	10	1.9964e-03	1.1782e-02	0.715050	7
IFNK	10	1.9981e-03	1.1790e-02	0.715050	7
ATN1	10	1.9985e-03	1.1792e-02	0.715050	1
GTPBP1	10	2.0008e-03	1.1799e-02	0.715050	8
LAMA3	10	2.0046e-03	1.1819e-02	0.715050	8
PCOLCE	10	2.0147e-03	1.1870e-02	0.715924	6
MAF	10	2.0324e-03	1.1975e-02	0.720062	6
CLCN2	10	2.0530e-03	1.2094e-02	0.723410	5
XKR6	10	2.0573e-03	1.2116e-02	0.723410	8
LOXL1	10	2.0788e-03	1.2237e-02	0.723410	5
ZNF467	10	2.0788e-03	1.2237e-02	0.723410	6
IFNA6	10	2.0788e-03	1.2237e-02	0.723410	5
C20orf27	10	2.0845e-03	1.2265e-02	0.723410	8
TTC9	10	2.0885e-03	1.2289e-02	0.723410	8
MID1IP1	10	2.0949e-03	1.2327e-02	0.723496	7
IRX5	9	2.1366e-03	1.2677e-02	0.736970	6
CYP4A11	10	2.1372e-03	1.2572e-02	0.735664	5
ADRA1D	10	2.1497e-03	1.2634e-02	0.736970	7
C11orf21	10	2.1893e-03	1.2842e-02	0.736970	6
ST6GALNAC6	10	2.2156e-03	1.2981e-02	0.736970	7
LRRC8B	10	2.2175e-03	1.2992e-02	0.736970	6
CLECL1	10	2.2224e-03	1.3017e-02	0.736970	6
USP46	10	2.2315e-03	1.3064e-02	0.736970	5
ZBTB10	10	2.2330e-03	1.3071e-02	0.736970	8
NFKBIB	10	2.2339e-03	1.3076e-02	0.736970	6
RAB33A	10	2.2379e-03	1.3095e-02	0.736970	7
TMSB15A	5	2.2428e-03	9.6026e-03	0.660164	3
SRPX2	10	2.2544e-03	1.3191e-02	0.736970	7
PIGK	10	2.2709e-03	1.3279e-02	0.736970	7
STRC	10	2.2758e-03	1.3303e-02	0.736970	5
PTER	10	2.2822e-03	1.3329e-02	0.736970	7
ZBTB18	10	2.2849e-03	1.3344e-02	0.736970	4
MAGI3	10	2.2849e-03	1.3344e-02	0.736970	6
OTUD1	10	2.2849e-03	1.3344e-02	0.736970	5
PVALB	10	2.2849e-03	1.3344e-02	0.736970	7
TNFRSF10A	10	2.2954e-03	1.3396e-02	0.737790	7
DSG2	9	2.3041e-03	1.3504e-02	0.741675	6
RPGRIP1	10	2.3299e-03	1.3571e-02	0.742828	8
CHST11	10	2.3422e-03	1.3629e-02	0.742828	8
RNF148	10	2.3481e-03	1.3654e-02	0.742828	8
SIAH1	10	2.3619e-03	1.3728e-02	0.742828	7
C9orf9	10	2.3735e-03	1.3787e-02	0.742828	6
PHYKPL	10	2.3867e-03	1.3862e-02	0.742828	2
CHIC2	10	2.3867e-03	1.3862e-02	0.742828	4
SCGB3A2	10	2.3909e-03	1.3883e-02	0.742828	8
MAB21L1	10	2.3913e-03	1.3885e-02	0.742828	6
CARF	10	2.4092e-03	1.3984e-02	0.742828	7
ZBTB33	10	2.4226e-03	1.4049e-02	0.742828	6
RGS10	10	2.4355e-03	1.4126e-02	0.742828	7
RABGEF1	10	2.4461e-03	1.4179e-02	0.742828	5
IDUA	10	2.4547e-03	1.4227e-02	0.742828	6
MAB21L2	9	2.4906e-03	1.4342e-02	0.742828	5
POU5F1B	10	2.4965e-03	1.4445e-02	0.742828	8
MEF2A	10	2.5308e-03	1.4618e-02	0.742828	8
IL19	10	2.5385e-03	1.4672e-02	0.742828	8
VGLL4	10	2.5416e-03	1.4685e-02	0.742828	6
DEFB129	10	2.5416e-03	1.4685e-02	0.742828	4
KLHL38	10	2.5416e-03	1.4685e-02	0.742828	7
SLC22A13	10	2.5416e-03	1.4685e-02	0.742828	5
ZNF713	10	2.5481e-03	1.4722e-02	0.742828	8
FAM120AOS	10	2.5503e-03	1.4733e-02	0.742828	7
ANP32A	10	2.5530e-03	1.4746e-02	0.742828	2
MON1B	10	2.5530e-03	1.4746e-02	0.742828	4
C20orf85	10	2.5530e-03	1.4746e-02	0.742828	5
HPS6	10	2.5585e-03	1.4773e-02	0.742828	4
ATMIN	10	2.5786e-03	1.4871e-02	0.742828	7
IL10RB	10	2.5915e-03	1.4939e-02	0.742828	7
ZNF16	10	2.5958e-03	1.4964e-02	0.742828	4
MAK	10	2.6039e-03	1.4997e-02	0.742828	6
DHRS9	10	2.6162e-03	1.5051e-02	0.742828	7
ANKRD16	10	2.6206e-03	1.5073e-02	0.742828	8
SMTNL2	10	2.6232e-03	1.5085e-02	0.742828	8
GRIA3	10	2.6386e-03	1.5165e-02	0.742828	7
SORCS3	10	2.6522e-03	1.5241e-02	0.742828	7
TPM1	10	2.6594e-03	1.5275e-02	0.742828	7
ITM2A	10	2.6666e-03	1.5317e-02	0.742828	6
CCDC7	10	2.6686e-03	1.5330e-02	0.742828	6
DTWD1	7	2.6691e-03	1.3217e-02	0.736970	5
BEND2	10	2.6693e-03	1.5334e-02	0.742828	3
C1orf127	10	2.6712e-03	1.5343e-02	0.742828	8
KCNMB2	10	2.6774e-03	1.5380e-02	0.742828	8
FXYD5	10	2.6793e-03	1.5393e-02	0.742828	8
PPP1R36	10	2.6812e-03	1.5405e-02	0.742828	8
SCN3A	10	2.6841e-03	1.5421e-02	0.742828	6
ARR3	10	2.6916e-03	1.5467e-02	0.742828	3
ZNF33A	10	2.6968e-03	1.5490e-02	0.742828	8
TMCC2	10	2.7086e-03	1.5559e-02	0.744148	6
TFCP2L1	10	2.7144e-03	1.5593e-02	0.744148	5
NNMT	10	2.7228e-03	1.5634e-02	0.744312	6
PLS1	9	2.7301e-03	1.5460e-02	0.742828	5
sgKRTAP1-1_2	1	2.7338e-03	2.7049e-03	0.555500	1
GBP4	10	2.7573e-03	1.5827e-02	0.745114	5
AP3B1	10	2.7579e-03	1.5829e-02	0.745114	6
MAS1	10	2.7592e-03	1.5837e-02	0.745114	6
ARV1	10	2.7652e-03	1.5859e-02	0.745114	6
NPPC	10	2.7698e-03	1.5878e-02	0.745114	8
TFDP3	10	2.8025e-03	1.6043e-02	0.747127	3
TRMU	10	2.8025e-03	1.6043e-02	0.747127	3
KIAA1958	10	2.8228e-03	1.6158e-02	0.747525	4
TSC22D2	10	2.8228e-03	1.6158e-02	0.747525	6
WFDC12	9	2.8585e-03	1.6055e-02	0.747127	6
HSPB7	10	2.8956e-03	1.6547e-02	0.761235	7
TOX3	10	2.9111e-03	1.6634e-02	0.761235	5
CAMTA1	9	2.9159e-03	1.6323e-02	0.753393	7
CLEC4E	10	2.9201e-03	1.6683e-02	0.761235	6
LYPD2	10	2.9244e-03	1.6701e-02	0.761235	7
NANOG	10	2.9410e-03	1.6782e-02	0.761235	6
CD300A	10	2.9410e-03	1.6782e-02	0.761235	5
CXorf57	10	2.9423e-03	1.6790e-02	0.761235	7
ZNF630	10	2.9660e-03	1.6905e-02	0.761235	8
TCTN3	10	2.9687e-03	1.6919e-02	0.761235	7
TMEM65	10	2.9751e-03	1.6949e-02	0.761235	8
TRIO	10	2.9753e-03	1.6951e-02	0.761235	5
GPR173	10	2.9764e-03	1.6958e-02	0.761235	5
sgKRTAP12-2_7	1	2.9894e-03	2.9556e-03	0.555500	1
GLYCTK	10	2.9896e-03	1.7028e-02	0.762477	7
PTGFRN	10	2.9980e-03	1.7063e-02	0.762477	7
CCL11	10	3.0307e-03	1.7237e-02	0.763904	7
PGRMC1	10	3.0328e-03	1.7250e-02	0.763904	8
HOXA1	10	3.0380e-03	1.7278e-02	0.763904	4
C3orf20	10	3.0437e-03	1.7310e-02	0.763904	8
C7orf57	10	3.0668e-03	1.7422e-02	0.763904	5
CHEK2	10	3.0773e-03	1.7491e-02	0.763904	8
SLC39A14	10	3.0796e-03	1.7504e-02	0.763904	4
RAG2	10	3.0796e-03	1.7504e-02	0.763904	4
TNFRSF18	10	3.0821e-03	1.7517e-02	0.763904	6
PTN	10	3.1049e-03	1.7631e-02	0.763904	8
GPAA1	10	3.1151e-03	1.7683e-02	0.763904	8
C4orf48	10	3.1268e-03	1.7739e-02	0.763904	8
SLC25A53	10	3.1280e-03	1.7743e-02	0.763904	5
HDAC10	10	3.1280e-03	1.7743e-02	0.763904	3
ORAI2	9	3.1299e-03	1.7357e-02	0.763904	6
GPX6	10	3.1311e-03	1.7755e-02	0.763904	8
CPSF4L	10	3.1850e-03	1.8022e-02	0.765737	7
HFE	10	3.1919e-03	1.8055e-02	0.765737	6
MOV10	10	3.1981e-03	1.8093e-02	0.765737	6
TRIB1	10	3.2015e-03	1.8112e-02	0.765737	7
PRKAR1A	10	3.2030e-03	1.8119e-02	0.765737	8
DUSP4	10	3.2060e-03	1.8138e-02	0.765737	8
CLDN2	10	3.2098e-03	1.8159e-02	0.765737	7
MTX2	10	3.2145e-03	1.8187e-02	0.765737	6
TAP1	10	3.2462e-03	1.8351e-02	0.766756	8
NR3C2	9	3.2507e-03	1.7915e-02	0.765737	6
ZNF26	10	3.2576e-03	1.8413e-02	0.766756	7
HSDL2	10	3.2698e-03	1.8476e-02	0.766756	7
ST3GAL6	10	3.2735e-03	1.8491e-02	0.766756	3
SCN9A	10	3.2735e-03	1.8491e-02	0.766756	5
