group_id	items_in_group	lo_value	p	FDR	goodsgrna
RUVBL2	10	8.4835e-10	2.5161e-07	0.000010	10
CDC20	10	8.7268e-10	2.5161e-07	0.000010	9
RPLP0	10	8.8615e-10	2.5161e-07	0.000010	9
GATA2	10	9.9453e-10	2.5161e-07	0.000010	10
POLR3C	10	1.1017e-09	2.5161e-07	0.000010	9
NUP214	10	1.1045e-09	2.5161e-07	0.000010	10
NSF	10	1.1395e-09	2.5161e-07	0.000010	10
POLR3H	10	1.1624e-09	2.5161e-07	0.000010	10
NDOR1	10	1.2492e-09	2.5161e-07	0.000010	10
DPY30	10	1.2513e-09	2.5161e-07	0.000010	10
GNB2L1	10	1.3723e-09	2.5161e-07	0.000010	9
RAD51C	10	1.3863e-09	2.5161e-07	0.000010	8
LIAS	10	1.3982e-09	2.5161e-07	0.000010	10
CDC45	10	1.4157e-09	2.5161e-07	0.000010	9
THOC7	10	1.4418e-09	2.5161e-07	0.000010	9
DTYMK	10	1.4532e-09	2.5161e-07	0.000010	10
GOLGA6L1	10	1.4682e-09	2.5161e-07	0.000010	10
NDC80	10	1.5187e-09	2.5161e-07	0.000010	9
C21orf59	10	1.5389e-09	2.5161e-07	0.000010	10
SNRPF	10	1.5500e-09	2.5161e-07	0.000010	10
DYNC1H1	10	1.6706e-09	2.5161e-07	0.000010	10
EIF3G	10	1.7752e-09	2.5161e-07	0.000010	10
ZBTB11	10	1.7974e-09	2.5161e-07	0.000010	10
EXOSC6	10	1.9186e-09	2.5161e-07	0.000010	9
PTPMT1	10	1.9367e-09	2.5161e-07	0.000010	9
KIAA0100	10	2.0437e-09	2.5161e-07	0.000010	10
PCNA	10	2.0444e-09	2.5161e-07	0.000010	10
VPS25	10	2.0520e-09	2.5161e-07	0.000010	10
PPAT	10	2.2880e-09	2.5161e-07	0.000010	9
PMF1	10	2.3019e-09	2.5161e-07	0.000010	9
POLR2J	10	2.4123e-09	2.5161e-07	0.000010	10
EEF2	10	2.4328e-09	2.5161e-07	0.000010	10
RRM1	10	2.6392e-09	2.5161e-07	0.000010	10
MRPS21	10	2.6434e-09	2.5161e-07	0.000010	10
GPN2	10	2.8674e-09	2.5161e-07	0.000010	10
ABHD11	10	2.8845e-09	2.5161e-07	0.000010	10
CKAP5	10	2.9027e-09	2.5161e-07	0.000010	10
NFS1	10	2.9126e-09	2.5161e-07	0.000010	10
KIF18A	10	2.9482e-09	2.5161e-07	0.000010	10
ALDH18A1	10	2.9797e-09	2.5161e-07	0.000010	10
TAZ	10	2.9921e-09	2.5161e-07	0.000010	10
MFAP1	10	3.0039e-09	2.5161e-07	0.000010	10
PRPF31	10	3.1537e-09	2.5161e-07	0.000010	10
BUD31	10	3.1871e-09	2.5161e-07	0.000010	10
LARS2	10	3.3295e-09	2.5161e-07	0.000010	10
KIN	10	3.3438e-09	2.5161e-07	0.000010	10
RPL24	10	3.5486e-09	2.5161e-07	0.000010	9
UROD	10	3.5952e-09	2.5161e-07	0.000010	10
RPS8	10	3.6548e-09	2.5161e-07	0.000010	10
HSPA14	10	3.7207e-09	2.5161e-07	0.000010	10
PRPF38B	10	3.8801e-09	2.5161e-07	0.000010	10
PRMT1	10	3.8927e-09	2.5161e-07	0.000010	10
FKBPL	10	3.9012e-09	2.5161e-07	0.000010	10
RPA1	10	3.9356e-09	2.5161e-07	0.000010	9
MRPS35	10	4.1481e-09	2.5161e-07	0.000010	10
PSMC5	10	4.6026e-09	2.5161e-07	0.000010	9
RPL23	10	4.6379e-09	2.5161e-07	0.000010	9
ACO2	10	4.7818e-09	2.5161e-07	0.000010	10
POLR2J2	10	4.8600e-09	2.5161e-07	0.000010	8
NELFB	10	4.8861e-09	2.5161e-07	0.000010	10
MRPS5	10	5.0166e-09	2.5161e-07	0.000010	10
PAFAH1B1	10	5.4344e-09	2.5161e-07	0.000010	10
RPL5	10	5.6400e-09	2.5161e-07	0.000010	10
VARS	10	5.7412e-09	2.5161e-07	0.000010	10
EIF3D	10	5.8017e-09	2.5161e-07	0.000010	10
RPL35A	10	5.9461e-09	2.5161e-07	0.000010	10
MRPL41	10	5.9952e-09	2.5161e-07	0.000010	10
WDR75	10	6.0587e-09	2.5161e-07	0.000010	10
RPL27A	10	6.0761e-09	2.5161e-07	0.000010	10
MRPS16	10	6.2057e-09	2.5161e-07	0.000010	10
INTS3	9	6.2940e-09	2.5161e-07	0.000010	9
RPS18	10	6.3343e-09	2.5161e-07	0.000010	10
SARS	10	6.3352e-09	2.5161e-07	0.000010	10
RCL1	10	6.5895e-09	2.5161e-07	0.000010	10
CDIPT	10	6.7513e-09	2.5161e-07	0.000010	9
TRAPPC1	10	6.8386e-09	2.5161e-07	0.000010	10
DDX21	10	6.9116e-09	2.5161e-07	0.000010	9
RFC5	10	7.1410e-09	2.5161e-07	0.000010	10
RAD9A	10	7.3775e-09	2.5161e-07	0.000010	9
NCAPH	9	7.5881e-09	2.5161e-07	0.000010	9
CLP1	10	7.5883e-09	2.5161e-07	0.000010	10
RPS4X	10	7.7283e-09	2.5161e-07	0.000010	10
SCO2	10	7.7898e-09	2.5161e-07	0.000010	9
ATP5D	10	7.9348e-09	2.5161e-07	0.000010	10
CIAO1	10	8.1185e-09	2.5161e-07	0.000010	9
SMU1	10	8.1470e-09	2.5161e-07	0.000010	10
ESPL1	10	8.1509e-09	2.5161e-07	0.000010	9
EIF2S1	10	8.2120e-09	2.5161e-07	0.000010	10
ATP6V0B	10	8.2941e-09	2.5161e-07	0.000010	10
ELP6	10	8.3728e-09	2.5161e-07	0.000010	10
RPS2	10	8.5002e-09	2.5161e-07	0.000010	9
RPL15	10	8.7935e-09	2.5161e-07	0.000010	9
EIF2S2	10	8.8980e-09	2.5161e-07	0.000010	10
SHMT2	10	9.1763e-09	2.5161e-07	0.000010	9
DDX18	10	9.4159e-09	2.5161e-07	0.000010	10
WDR1	10	9.6616e-09	2.5161e-07	0.000010	10
COX15	10	1.0005e-08	2.5161e-07	0.000010	10
HNRNPK	10	1.0210e-08	2.5161e-07	0.000010	10
FBXW11	10	1.0239e-08	2.5161e-07	0.000010	10
RPS3A	10	1.0360e-08	2.5161e-07	0.000010	10
TMX2	10	1.0367e-08	2.5161e-07	0.000010	10
COPG1	10	1.0453e-08	2.5161e-07	0.000010	10
RPL37A	10	1.0612e-08	2.5161e-07	0.000010	9
SNRPD3	10	1.0626e-08	2.5161e-07	0.000010	9
USP5	10	1.0878e-08	2.5161e-07	0.000010	10
SOS1	10	1.0973e-08	2.5161e-07	0.000010	10
ETF1	10	1.1127e-08	2.5161e-07	0.000010	10
RPS7	10	1.1354e-08	2.5161e-07	0.000010	10
TEFM	10	1.1419e-08	2.5161e-07	0.000010	10
PGD	10	1.1623e-08	2.5161e-07	0.000010	10
SARS2	10	1.1902e-08	2.5161e-07	0.000010	8
CDK9	10	1.1905e-08	2.5161e-07	0.000010	10
PRIM1	10	1.1961e-08	2.5161e-07	0.000010	10
HIST2H2AA4	10	1.2004e-08	2.5161e-07	0.000010	10
HIST2H2AA3	10	1.2004e-08	2.5161e-07	0.000010	10
CTPS1	10	1.2053e-08	2.5161e-07	0.000010	10
POLE	10	1.2067e-08	2.5161e-07	0.000010	10
HARS	10	1.3062e-08	2.5161e-07	0.000010	10
CENPM	10	1.3139e-08	2.5161e-07	0.000010	10
RPL11	10	1.3169e-08	2.5161e-07	0.000010	9
RPL3	10	1.3301e-08	2.5161e-07	0.000010	9
POLR1A	10	1.3304e-08	2.5161e-07	0.000010	10
NVL	10	1.3383e-08	2.5161e-07	0.000010	10
RPS23	10	1.3542e-08	2.5161e-07	0.000010	9
OSBP	10	1.3609e-08	2.5161e-07	0.000010	10
TTI2	10	1.3822e-08	2.5161e-07	0.000010	10
RPL7A	10	1.4044e-08	2.5161e-07	0.000010	10
STAT5B	10	1.4057e-08	2.5161e-07	0.000010	10
RPAP1	10	1.4243e-08	2.5161e-07	0.000010	10
PSMB5	10	1.4466e-08	2.5161e-07	0.000010	10
ZMAT2	10	1.4550e-08	2.5161e-07	0.000010	10
DIMT1	9	1.4706e-08	2.5161e-07	0.000010	9
AAMP	10	1.5599e-08	2.5161e-07	0.000010	8
MRPL9	10	1.5733e-08	2.5161e-07	0.000010	10
MARS2	10	1.6189e-08	2.5161e-07	0.000010	10
MRPL39	10	1.6401e-08	2.5161e-07	0.000010	10
SCD	10	1.6517e-08	2.5161e-07	0.000010	10
RAD51D	10	1.7459e-08	2.5161e-07	0.000010	10
POLR3K	10	1.7884e-08	2.5161e-07	0.000010	10
RFC3	10	1.8109e-08	2.5161e-07	0.000010	10
TFPT	10	1.8457e-08	2.5161e-07	0.000010	10
OGDH	10	1.8546e-08	2.5161e-07	0.000010	9
PDCD2	10	1.9314e-08	2.5161e-07	0.000010	8
MCM4	10	1.9506e-08	2.5161e-07	0.000010	10
EXOSC7	10	1.9843e-08	2.5161e-07	0.000010	10
YTHDC1	10	2.0062e-08	2.5161e-07	0.000010	10
TUBGCP2	10	2.0601e-08	2.5161e-07	0.000010	10
FPGS	10	2.0783e-08	2.5161e-07	0.000010	9
TRAIP	10	2.0803e-08	2.5161e-07	0.000010	10
GTF2H4	10	2.1822e-08	2.5161e-07	0.000010	9
RTEL1	10	2.1974e-08	2.5161e-07	0.000010	9
POLE2	10	2.2712e-08	2.5161e-07	0.000010	10
HNRNPU	10	2.2723e-08	2.5161e-07	0.000010	10
EARS2	10	2.2825e-08	2.5161e-07	0.000010	9
TKT	10	2.3006e-08	2.5161e-07	0.000010	10
POLR1B	10	2.3093e-08	2.5161e-07	0.000010	10
DARS2	10	2.3116e-08	2.5161e-07	0.000010	9
NARS	10	2.3159e-08	2.5161e-07	0.000010	10
UPF1	10	2.3190e-08	2.5161e-07	0.000010	10
RPL18A	10	2.3283e-08	2.5161e-07	0.000010	10
SNRNP25	10	2.3313e-08	2.5161e-07	0.000010	10
SMARCB1	10	2.3969e-08	2.5161e-07	0.000010	9
DHX33	10	2.4128e-08	2.5161e-07	0.000010	10
GUK1	10	2.4341e-08	2.5161e-07	0.000010	9
NLE1	10	2.5339e-08	2.5161e-07	0.000010	9
PFAS	10	2.5442e-08	2.5161e-07	0.000010	9
MAK16	10	2.5820e-08	2.5161e-07	0.000010	10
GINS2	10	2.6213e-08	2.5161e-07	0.000010	10
RFC2	10	2.6339e-08	2.5161e-07	0.000010	10
ATP5A1	10	2.6392e-08	2.5161e-07	0.000010	8
AHCY	10	2.6521e-08	2.5161e-07	0.000010	8
EXOSC4	10	2.6710e-08	2.5161e-07	0.000010	10
RPS28	10	2.6993e-08	2.5161e-07	0.000010	10
WDR18	10	2.7436e-08	2.5161e-07	0.000010	10
POLR2L	10	2.7716e-08	2.5161e-07	0.000010	9
LRR1	10	2.7774e-08	2.5161e-07	0.000010	10
POLG2	10	2.8127e-08	2.5161e-07	0.000010	10
GTF2B	10	2.8264e-08	2.5161e-07	0.000010	10
MCL1	10	2.8763e-08	2.5161e-07	0.000010	10
MRPL4	10	2.9566e-08	2.5161e-07	0.000010	10
BMS1	10	2.9901e-08	2.5161e-07	0.000010	10
ERG	10	3.0344e-08	2.5161e-07	0.000010	10
NCBP1	10	3.0819e-08	2.5161e-07	0.000010	10
INTS5	10	3.1912e-08	2.5161e-07	0.000010	10
PCBP2	10	3.2420e-08	2.5161e-07	0.000010	9
PPP4C	10	3.2497e-08	2.5161e-07	0.000010	9
RNPC3	10	3.3471e-08	2.5161e-07	0.000010	10
U2AF2	10	3.4055e-08	2.5161e-07	0.000010	10
HIST2H2BF	10	3.4830e-08	2.5161e-07	0.000010	10
DHODH	10	3.5851e-08	2.5161e-07	0.000010	10
GTF3A	10	3.6027e-08	2.5161e-07	0.000010	10
NAA25	10	3.6828e-08	2.5161e-07	0.000010	9
GOLGA8O	10	3.7117e-08	2.5161e-07	0.000010	9
RPRD1B	10	3.8777e-08	2.5161e-07	0.000010	8
GSS	10	3.8994e-08	2.5161e-07	0.000010	10
MRPL46	9	4.0342e-08	1.0065e-06	0.000038	8
KPNB1	10	4.0565e-08	2.5161e-07	0.000010	10
MINOS1	10	4.0675e-08	2.5161e-07	0.000010	9
ALG2	10	4.1786e-08	2.5161e-07	0.000010	10
WDR74	10	4.1902e-08	2.5161e-07	0.000010	10
METTL1	10	4.1937e-08	2.5161e-07	0.000010	10
FAU	10	4.2422e-08	2.5161e-07	0.000010	9
PSMA6	10	4.2600e-08	2.5161e-07	0.000010	10
BCS1L	10	4.3241e-08	2.5161e-07	0.000010	8
CSTF3	10	4.3272e-08	2.5161e-07	0.000010	9
CSNK2B	10	4.3308e-08	2.5161e-07	0.000010	10
IMP3	10	4.3684e-08	2.5161e-07	0.000010	10
CDAN1	10	4.3802e-08	2.5161e-07	0.000010	10
ARPC4	10	4.5884e-08	2.5161e-07	0.000010	10
MYB	10	4.7631e-08	2.5161e-07	0.000010	10
LMO2	10	4.8623e-08	2.5161e-07	0.000010	9
DNM1L	10	4.8908e-08	2.5161e-07	0.000010	10
RRM2	10	4.8980e-08	2.5161e-07	0.000010	10
CCNH	10	4.9909e-08	2.5161e-07	0.000010	10
HAUS5	10	5.0267e-08	2.5161e-07	0.000010	10
GMPPB	10	5.0471e-08	2.5161e-07	0.000010	10
TYMS	10	5.0596e-08	2.5161e-07	0.000010	10
CCDC94	10	5.1337e-08	2.5161e-07	0.000010	10
RTCB	10	5.1856e-08	2.5161e-07	0.000010	9
RPS9	10	5.2497e-08	2.5161e-07	0.000010	10
NOP2	10	5.2997e-08	2.5161e-07	0.000010	9
COASY	10	5.3856e-08	2.5161e-07	0.000010	10
RPL14	10	5.4095e-08	2.5161e-07	0.000010	8
NHP2L1	10	5.4618e-08	2.5161e-07	0.000010	10
TRMT61A	10	5.4991e-08	2.5161e-07	0.000010	10
VMP1	10	5.6148e-08	2.5161e-07	0.000010	10
PIK3C3	10	5.6711e-08	2.5161e-07	0.000010	10
MVK	10	5.7302e-08	2.5161e-07	0.000010	10
YBEY	10	5.7345e-08	2.5161e-07	0.000010	10
DHX8	10	5.7778e-08	2.5161e-07	0.000010	9
TWISTNB	10	5.8502e-08	2.5161e-07	0.000010	10
TRNAU1AP	10	5.8969e-08	2.5161e-07	0.000010	9
RNGTT	10	5.9227e-08	2.5161e-07	0.000010	9
HIST2H3C	10	6.1160e-08	2.5161e-07	0.000010	8
HIST2H3A	10	6.1160e-08	2.5161e-07	0.000010	8
ERCC2	10	6.2623e-08	2.5161e-07	0.000010	9
SPI1	10	6.4895e-08	2.5161e-07	0.000010	10
CEBPA	10	6.5968e-08	2.5161e-07	0.000010	9
COPB2	10	6.6296e-08	2.5161e-07	0.000010	9
DNTTIP2	10	6.7856e-08	2.5161e-07	0.000010	10
FIP1L1	10	6.9294e-08	2.5161e-07	0.000010	10
SEC13	10	6.9384e-08	2.5161e-07	0.000010	9
RPL13A	10	6.9443e-08	2.5161e-07	0.000010	9
TONSL	10	6.9523e-08	2.5161e-07	0.000010	10
RPS10	10	6.9804e-08	2.5161e-07	0.000010	8
DHX30	10	7.0749e-08	2.5161e-07	0.000010	9
UTP3	10	7.1362e-08	2.5161e-07	0.000010	10
MTRF1L	10	7.3770e-08	2.5161e-07	0.000010	10
FAM96B	10	7.4090e-08	2.5161e-07	0.000010	10
TBC1D3F	10	7.4468e-08	2.5161e-07	0.000010	9
TUBGCP5	10	7.6169e-08	2.5161e-07	0.000010	10
TSR2	10	7.6363e-08	2.5161e-07	0.000010	9
COPE	10	7.6451e-08	2.5161e-07	0.000010	10
EEF1A1	9	7.6912e-08	1.2581e-06	0.000046	8
KIF23	10	7.7311e-08	2.5161e-07	0.000010	10
PSMD4	10	7.7430e-08	2.5161e-07	0.000010	10
NUDT21	10	7.7738e-08	2.5161e-07	0.000010	10
XPO5	10	7.7819e-08	2.5161e-07	0.000010	9
PAM16	10	7.8119e-08	2.5161e-07	0.000010	9
PNN	10	7.8964e-08	2.5161e-07	0.000010	10
ZFP36L2	10	8.1138e-08	2.5161e-07	0.000010	10
HMGB1	10	8.3732e-08	2.5161e-07	0.000010	10
POP4	10	8.5000e-08	2.5161e-07	0.000010	9
CCT8	10	8.5149e-08	2.5161e-07	0.000010	10
NOC2L	10	8.6918e-08	2.5161e-07	0.000010	9
DNM2	10	8.6926e-08	2.5161e-07	0.000010	9
MRPL34	10	8.8120e-08	2.5161e-07	0.000010	9
POLR2C	10	9.0067e-08	2.5161e-07	0.000010	8
EFTUD2	10	9.1674e-08	2.5161e-07	0.000010	9
NOL11	10	9.2037e-08	2.5161e-07	0.000010	10
WBSCR22	10	9.2420e-08	2.5161e-07	0.000010	9
RPS14	10	9.3261e-08	2.5161e-07	0.000010	10
RPS27A	10	9.3401e-08	2.5161e-07	0.000010	10
BRCA2	10	9.3762e-08	2.5161e-07	0.000010	10
MTG2	10	9.4758e-08	2.5161e-07	0.000010	9
TIMM10	10	9.9098e-08	2.5161e-07	0.000010	10
DNAJA3	10	9.9619e-08	2.5161e-07	0.000010	10
HSPA5	10	1.0058e-07	2.5161e-07	0.000010	10
COX17	10	1.0270e-07	2.5161e-07	0.000010	10
PKMYT1	10	1.0416e-07	2.5161e-07	0.000010	9
MCMBP	10	1.0436e-07	2.5161e-07	0.000010	10
SLC5A3	10	1.0494e-07	2.5161e-07	0.000010	10
UBE2I	10	1.0723e-07	2.5161e-07	0.000010	9
SRRM1	10	1.0927e-07	2.5161e-07	0.000010	10
CIRH1A	10	1.1051e-07	2.5161e-07	0.000010	8
HINFP	10	1.1226e-07	2.5161e-07	0.000010	8
DDX56	10	1.1232e-07	2.5161e-07	0.000010	9
SACM1L	10	1.1374e-07	2.5161e-07	0.000010	8
GINS3	10	1.1415e-07	2.5161e-07	0.000010	10
ELAC2	10	1.1503e-07	2.5161e-07	0.000010	10
AURKA	10	1.1614e-07	2.5161e-07	0.000010	10
MYC	10	1.1725e-07	2.5161e-07	0.000010	10
TACC3	10	1.1909e-07	2.5161e-07	0.000010	10
EIF2B4	10	1.2496e-07	2.5161e-07	0.000010	10
HIST2H2BE	10	1.2873e-07	2.5161e-07	0.000010	10
CYB5B	10	1.3143e-07	2.5161e-07	0.000010	9
PAF1	10	1.3353e-07	2.5161e-07	0.000010	10
TBC1D3	10	1.3366e-07	2.5161e-07	0.000010	8
NUDCD3	10	1.3476e-07	2.5161e-07	0.000010	10
SRBD1	10	1.3538e-07	2.5161e-07	0.000010	10
YLPM1	10	1.3618e-07	2.5161e-07	0.000010	10
UTP6	10	1.3723e-07	2.5161e-07	0.000010	10
LAMTOR2	10	1.3839e-07	2.5161e-07	0.000010	10
METTL16	10	1.3911e-07	2.5161e-07	0.000010	9
TELO2	10	1.3917e-07	2.5161e-07	0.000010	10
POLR2B	10	1.3982e-07	2.5161e-07	0.000010	9
ISG20L2	10	1.4044e-07	2.5161e-07	0.000010	10
MRPS25	10	1.4210e-07	2.5161e-07	0.000010	10
LOC100505679	5	1.4254e-07	7.5484e-07	0.000028	5
SRRT	10	1.4292e-07	2.5161e-07	0.000010	9
RPL6	10	1.4357e-07	2.5161e-07	0.000010	10
RPS19	10	1.4364e-07	2.5161e-07	0.000010	9
RPL27	10	1.4519e-07	2.5161e-07	0.000010	9
RABGGTB	10	1.4724e-07	2.5161e-07	0.000010	10
SLC20A1	10	1.4732e-07	2.5161e-07	0.000010	10
RBM10	10	1.4941e-07	2.5161e-07	0.000010	10
MRPS22	10	1.5330e-07	2.5161e-07	0.000010	9
UBA3	10	1.5357e-07	2.5161e-07	0.000010	9
TRMT5	10	1.5565e-07	2.5161e-07	0.000010	7
HAUS3	10	1.5744e-07	2.5161e-07	0.000010	10
DPAGT1	10	1.5828e-07	2.5161e-07	0.000010	9
DDX19A	10	1.6115e-07	2.5161e-07	0.000010	9
SRM	10	1.6123e-07	2.5161e-07	0.000010	10
WDR61	10	1.6891e-07	2.5161e-07	0.000010	9
RPP21	10	1.7060e-07	2.5161e-07	0.000010	10
SF3B2	10	1.7314e-07	2.5161e-07	0.000010	10
CTDSPL2	10	1.7540e-07	2.5161e-07	0.000010	10
PRPF8	10	1.7546e-07	2.5161e-07	0.000010	10
TARS2	10	1.8019e-07	2.5161e-07	0.000010	9
WEE1	10	1.8158e-07	2.5161e-07	0.000010	9
BYSL	10	1.8403e-07	2.5161e-07	0.000010	10
ANAPC11	10	1.8763e-07	2.5161e-07	0.000010	10
ASH2L	10	1.8986e-07	2.5161e-07	0.000010	8
SS18L2	10	1.9066e-07	2.5161e-07	0.000010	9
GEMIN5	10	1.9084e-07	2.5161e-07	0.000010	9
CCNA2	10	1.9318e-07	2.5161e-07	0.000010	10
UBL5	10	1.9355e-07	2.5161e-07	0.000010	9
BUD13	10	1.9380e-07	2.5161e-07	0.000010	9
DDX23	10	1.9575e-07	2.5161e-07	0.000010	10
RPL35	10	1.9789e-07	2.5161e-07	0.000010	10
NPIPB5	10	1.9844e-07	2.5161e-07	0.000010	7
NOC4L	10	1.9880e-07	2.5161e-07	0.000010	10
YRDC	10	1.9940e-07	2.5161e-07	0.000010	7
POLD2	10	1.9945e-07	2.5161e-07	0.000010	10
ENO1	10	2.0039e-07	2.5161e-07	0.000010	9
DONSON	10	2.0138e-07	2.5161e-07	0.000010	9
HSD17B10	10	2.0299e-07	2.5161e-07	0.000010	10
C1orf109	10	2.0303e-07	2.5161e-07	0.000010	9
ZBTB8OS	10	2.0966e-07	2.5161e-07	0.000010	9
RPL30	10	2.1020e-07	2.5161e-07	0.000010	10
DSCC1	10	2.1565e-07	2.5161e-07	0.000010	10
ORC3	10	2.1643e-07	2.5161e-07	0.000010	9
WDR46	10	2.2216e-07	2.5161e-07	0.000010	9
SLC38A5	10	2.2745e-07	2.5161e-07	0.000010	10
NEDD8	10	2.2781e-07	2.5161e-07	0.000010	10
ADSL	10	2.2814e-07	2.5161e-07	0.000010	9
NHP2	10	2.2842e-07	2.5161e-07	0.000010	9
MED1	10	2.3332e-07	2.5161e-07	0.000010	10
RPL10	10	2.3696e-07	2.5161e-07	0.000010	10
SPATA5L1	10	2.3957e-07	2.5161e-07	0.000010	9
NUP62	10	2.3970e-07	2.5161e-07	0.000010	10
FARSB	10	2.4029e-07	2.5161e-07	0.000010	9
ANAPC4	10	2.4038e-07	2.5161e-07	0.000010	9
UTP20	10	2.4060e-07	2.5161e-07	0.000010	10
DBR1	10	2.4067e-07	2.5161e-07	0.000010	8
RPS15	10	2.4169e-07	2.5161e-07	0.000010	9
PWP2	10	2.4288e-07	2.5161e-07	0.000010	9
TBCC	10	2.4388e-07	2.5161e-07	0.000010	8
RACGAP1	10	2.4404e-07	2.5161e-07	0.000010	9
TPX2	10	2.5082e-07	2.5161e-07	0.000010	10
PGAM1	10	2.5087e-07	2.5161e-07	0.000010	9
RARS	10	2.5121e-07	2.5161e-07	0.000010	9
